locus_tag	ftype	length_bp	gene	EC_number	COG	product
OMBLIMKG_00051	CDS	351				phnA: putative alkylphosphonate utilization operon protein PhnA
OMBLIMKG_00052	CDS	714				hypothetical protein
OMBLIMKG_00053	CDS	1830	uvrC		COG0322	UvrABC system protein C
OMBLIMKG_00054	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OMBLIMKG_00055	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
OMBLIMKG_00056	CDS	1764	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OMBLIMKG_00057	CDS	2367				ComEC_Rec2: DNA internalization-related competence protein ComEC/Rec2
OMBLIMKG_00058	CDS	438	dksA		COG1734	RNA polymerase-binding transcription factor DksA
OMBLIMKG_00059	CDS	1359	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
OMBLIMKG_00060	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OMBLIMKG_00061	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
OMBLIMKG_00062	CDS	1299				spore_cwlD: N-acetylmuramoyl-L-alanine amidase CwlD
OMBLIMKG_00063	CDS	1890	mutL		COG0323	DNA mismatch repair protein MutL
OMBLIMKG_00064	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
OMBLIMKG_00065	CDS	2946	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
OMBLIMKG_00066	CDS	1677	recN		COG0497	DNA repair protein RecN
OMBLIMKG_00067	CDS	891	nadK	2.7.1.23	COG0061	NAD kinase
OMBLIMKG_00068	CDS	597	grpE		COG0576	Protein GrpE
OMBLIMKG_00069	CDS	345			COG1708	putative protein
OMBLIMKG_00070	CDS	441				putative protein
OMBLIMKG_00071	CDS	2124	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
OMBLIMKG_00072	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
OMBLIMKG_00073	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OMBLIMKG_00074	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OMBLIMKG_00075	CDS	789	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
OMBLIMKG_00076	CDS	258				hypothetical protein
OMBLIMKG_00077	CDS	273				hypothetical protein
OMBLIMKG_00078	CDS	324	trxA			Thioredoxin
OMBLIMKG_00079	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
OMBLIMKG_00080	CDS	1110	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
OMBLIMKG_00081	tRNA	76				tRNA-Gly(gcc)
OMBLIMKG_00082	tRNA	74				tRNA-Cys(gca)
OMBLIMKG_00083	tRNA	87				tRNA-Leu(taa)
OMBLIMKG_00084	tRNA	76				tRNA-Lys(ttt)
OMBLIMKG_00085	CDS	1602				hypothetical protein
OMBLIMKG_00086	CDS	561				hypothetical protein
OMBLIMKG_00087	CDS	768				hypothetical protein
OMBLIMKG_00088	CDS	270				hypothetical protein
OMBLIMKG_00089	CDS	615				hypothetical protein
OMBLIMKG_00090	CDS	279	higB	3.1.-.-		Endoribonuclease HigB
OMBLIMKG_00091	CDS	318				antidote_HigA: addiction module antidote protein, HigA family
OMBLIMKG_00092	CDS	2682				hypothetical protein
OMBLIMKG_00093	CDS	525				hypothetical protein
OMBLIMKG_00094	CDS	1170				hypothetical protein
OMBLIMKG_00095	CDS	336				hypothetical protein
OMBLIMKG_00096	CDS	2277				hypothetical protein
OMBLIMKG_00097	CDS	309				hypothetical protein
OMBLIMKG_00098	CDS	333				hypothetical protein
OMBLIMKG_00099	CDS	561				hypothetical protein
OMBLIMKG_00100	CDS	237				hypothetical protein
OMBLIMKG_00101	CDS	453				hypothetical protein
OMBLIMKG_00102	CDS	1131				hypothetical protein
OMBLIMKG_00103	CDS	129				hypothetical protein
OMBLIMKG_00104	CDS	714				tail_comp_S: phage virion morphogenesis protein
OMBLIMKG_00105	CDS	483				hypothetical protein
OMBLIMKG_00106	CDS	453				hypothetical protein
OMBLIMKG_00107	CDS	819				hypothetical protein
OMBLIMKG_00108	CDS	1011				major_capsid_P2: phage major capsid protein, P2 family
OMBLIMKG_00109	CDS	888				hypothetical protein
OMBLIMKG_00110	CDS	1671				hypothetical protein
OMBLIMKG_00111	CDS	138				hypothetical protein
OMBLIMKG_00112	CDS	1035				portal_PBSX: phage portal protein, PBSX family
OMBLIMKG_00113	CDS	408				hypothetical protein
OMBLIMKG_00114	CDS	180				hypothetical protein
OMBLIMKG_00115	CDS	519				phage_N6A_met: phage N-6-adenine-methyltransferase
OMBLIMKG_00116	CDS	306				hypothetical protein
OMBLIMKG_00117	CDS	2340				hypothetical protein
OMBLIMKG_00118	CDS	336				hypothetical protein
OMBLIMKG_00119	CDS	504				hypothetical protein
OMBLIMKG_00120	CDS	240				hypothetical protein
OMBLIMKG_00121	CDS	192				hypothetical protein
OMBLIMKG_00122	CDS	375				hypothetical protein
OMBLIMKG_00123	CDS	174				hypothetical protein
OMBLIMKG_00124	CDS	243				hypothetical protein
OMBLIMKG_00125	CDS	204	yidD_1		COG0759	Putative membrane protein insertion efficiency factor
OMBLIMKG_00126	CDS	228				hypothetical protein
OMBLIMKG_00127	CDS	294				hypothetical protein
OMBLIMKG_00128	CDS	1014	xerC_1			Tyrosine recombinase XerC
OMBLIMKG_00129	tRNA	76				tRNA-Lys(ttt)
OMBLIMKG_00130	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
OMBLIMKG_00131	CDS	945	thrB	2.7.1.39		Homoserine kinase
OMBLIMKG_00132	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
OMBLIMKG_00133	CDS	702			COG0325	Pyridoxal phosphate homeostasis protein
OMBLIMKG_00134	CDS	756	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OMBLIMKG_00135	CDS	615				hypothetical protein
OMBLIMKG_00136	CDS	1557				hypothetical protein
OMBLIMKG_00137	CDS	999	fbpA		COG1840	Iron-utilization periplasmic protein
OMBLIMKG_00138	CDS	1521				PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein
OMBLIMKG_00139	CDS	1071	fbpC2_1	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
OMBLIMKG_00140	CDS	681				hypothetical protein
OMBLIMKG_00141	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OMBLIMKG_00142	CDS	345			COG1393	putative protein
OMBLIMKG_00143	CDS	1881	htpG		COG0326	Chaperone protein HtpG
OMBLIMKG_00144	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
OMBLIMKG_00145	CDS	2373				hsdM: type I restriction-modification system, M subunit
OMBLIMKG_00146	CDS	1464				hypothetical protein
OMBLIMKG_00147	CDS	1251				hypothetical protein
OMBLIMKG_00148	CDS	3027				hsdR: type I site-specific deoxyribonuclease, HsdR family
OMBLIMKG_00149	CDS	1380	ffh		COG0541	Signal recognition particle protein
OMBLIMKG_00150	CDS	1263				hypothetical protein
OMBLIMKG_00151	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
OMBLIMKG_00152	CDS	480				hypothetical protein
OMBLIMKG_00153	CDS	342				hypothetical protein
OMBLIMKG_00154	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OMBLIMKG_00155	CDS	630	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
OMBLIMKG_00156	CDS	2238	tdhA		COG1629	TonB-dependent heme receptor A
OMBLIMKG_00157	rRNA	111				5S ribosomal RNA
OMBLIMKG_00158	rRNA	3006				23S ribosomal RNA
OMBLIMKG_00159	tRNA	76				tRNA-Ala(tgc)
OMBLIMKG_00160	tRNA	77				tRNA-Ile(gat)
OMBLIMKG_00161	rRNA	1536				16S ribosomal RNA
OMBLIMKG_00162	CDS	909	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
OMBLIMKG_00163	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OMBLIMKG_00164	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
OMBLIMKG_00165	CDS	891	rarD_1		COG2962	Protein RarD
OMBLIMKG_00166	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
OMBLIMKG_00167	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
OMBLIMKG_00168	CDS	1344	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
OMBLIMKG_00169	CDS	468			COG2731	putative protein
OMBLIMKG_00170	CDS	642				hypothetical protein
OMBLIMKG_00171	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
OMBLIMKG_00172	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
OMBLIMKG_00173	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
OMBLIMKG_00174	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
OMBLIMKG_00175	CDS	153				hypothetical protein
OMBLIMKG_00176	CDS	297				hypothetical protein
OMBLIMKG_00177	CDS	246				hypothetical protein
OMBLIMKG_00178	CDS	351	yfgD		COG1393	putative protein YfgD
OMBLIMKG_00179	CDS	1050				spore_ytvI: sporulation integral membrane protein YtvI
OMBLIMKG_00180	CDS	975	secF		COG0341	Protein translocase subunit SecF
OMBLIMKG_00181	CDS	1851	secD		COG0342	Protein translocase subunit SecD
OMBLIMKG_00182	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
OMBLIMKG_00183	CDS	222				hypothetical protein
OMBLIMKG_00184	CDS	519				hypothetical protein
OMBLIMKG_00185	CDS	501				hypothetical protein
OMBLIMKG_00186	CDS	3189				hypothetical protein
OMBLIMKG_00187	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
OMBLIMKG_00188	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OMBLIMKG_00189	CDS	447				putative protein
OMBLIMKG_00190	CDS	1611	hap_1	3.4.21.-		Adhesion and penetration protein autotransporter
OMBLIMKG_00191	CDS	1935	hap_2	3.4.21.-		Adhesion and penetration protein autotransporter
OMBLIMKG_00192	CDS	300	hap_3	3.4.21.-		Adhesion and penetration protein autotransporter
OMBLIMKG_00193	CDS	2832	uvrA		COG0178	UvrABC system protein A
OMBLIMKG_00194	CDS	507	ssb_1			Single-stranded DNA-binding protein
OMBLIMKG_00195	CDS	783				hypothetical protein
OMBLIMKG_00196	CDS	444	tolR_1			Tol-Pal system protein TolR
OMBLIMKG_00197	CDS	453	tolQ_1			Tol-Pal system protein TolQ
OMBLIMKG_00198	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
OMBLIMKG_00199	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OMBLIMKG_00200	CDS	648			COG3317	Outer membrane protein assembly factor BamC 
OMBLIMKG_00201	CDS	324	yfiA		COG1544	Ribosome-associated factor Y
OMBLIMKG_00202	tRNA	90				tRNA-Ser(gga)
OMBLIMKG_00203	CDS	951				hypothetical protein
OMBLIMKG_00204	CDS	588		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
OMBLIMKG_00205	CDS	726	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
OMBLIMKG_00206	CDS	1044				heptsyl_trn_I: lipopolysaccharide heptosyltransferase I
OMBLIMKG_00207	CDS	2166	hxuC		COG1629	Heme/hemopexin utilization protein C
OMBLIMKG_00208	CDS	1698	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
OMBLIMKG_00209	CDS	2784	hxuA		COG3210	Heme/hemopexin-binding protein
OMBLIMKG_00210	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
OMBLIMKG_00211	CDS	600	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
OMBLIMKG_00212	CDS	1704	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
OMBLIMKG_00213	CDS	1026	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OMBLIMKG_00214	CDS	846	rpoH		COG0568	RNA polymerase sigma factor RpoH
OMBLIMKG_00215	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
OMBLIMKG_00216	CDS	867	djlA		COG1076	Co-chaperone protein DjlA
OMBLIMKG_00217	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OMBLIMKG_00218	CDS	717	rph	2.7.7.56		Ribonuclease PH
OMBLIMKG_00219	tRNA	76				tRNA-Ala(ggc)
OMBLIMKG_00220	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OMBLIMKG_00221	tRNA	76				tRNA-Val(tac)
OMBLIMKG_00222	tRNA	76				tRNA-Val(tac)
OMBLIMKG_00223	tRNA	76				tRNA-Val(tac)
OMBLIMKG_00224	tRNA	76				tRNA-Val(tac)
OMBLIMKG_00225	CDS	1656				hypothetical protein
OMBLIMKG_00226	CDS	810				hypothetical protein
OMBLIMKG_00227	CDS	483				hypothetical protein
OMBLIMKG_00228	CDS	663				hypothetical protein
OMBLIMKG_00229	CDS	759	udp	2.4.2.3	COG2820	Uridine phosphorylase
OMBLIMKG_00230	CDS	1317	yhjE_1			Inner membrane metabolite transport protein YhjE
OMBLIMKG_00231	CDS	744	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OMBLIMKG_00232	CDS	1707	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
OMBLIMKG_00233	CDS	1272	menF_1	5.4.4.2	COG1169	Isochorismate synthase MenF
OMBLIMKG_00234	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
OMBLIMKG_00235	CDS	1257	mtr			Tryptophan-specific transport protein
OMBLIMKG_00236	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
OMBLIMKG_00237	CDS	1239	sdaC		COG0814	Serine transporter
OMBLIMKG_00238	CDS	2169	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OMBLIMKG_00239	CDS	207			COG2608	putative protein
OMBLIMKG_00240	CDS	207			COG2608	putative protein
OMBLIMKG_00241	CDS	207			COG2608	putative protein
OMBLIMKG_00242	CDS	387	hmrR			HTH-type transcriptional regulator HmrR
OMBLIMKG_00243	CDS	318	metJ		COG3060	Met repressor
OMBLIMKG_00244	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OMBLIMKG_00245	CDS	693				hypothetical protein
OMBLIMKG_00246	CDS	1218	gspF		COG1459	Putative type II secretion system protein F
OMBLIMKG_00247	CDS	1395	epsE		COG2804	Type II secretion system protein E
OMBLIMKG_00248	CDS	450				hypothetical protein
OMBLIMKG_00249	CDS	561	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
OMBLIMKG_00250	CDS	900	corC		COG4535	Magnesium and cobalt efflux protein CorC
OMBLIMKG_00251	CDS	1530	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
OMBLIMKG_00252	CDS	738	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
OMBLIMKG_00253	CDS	561				hypothetical protein
OMBLIMKG_00254	CDS	420	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OMBLIMKG_00255	CDS	909	rdgC		COG2974	Recombination-associated protein RdgC
OMBLIMKG_00256	CDS	816	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
OMBLIMKG_00257	CDS	1167	hcaT			putative 3-phenylpropionic acid transporter
OMBLIMKG_00258	CDS	894	xerD		COG4974	Tyrosine recombinase XerD
OMBLIMKG_00259	CDS	288				hypothetical protein
OMBLIMKG_00260	CDS	1008	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
OMBLIMKG_00261	CDS	615	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
OMBLIMKG_00262	CDS	573	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
OMBLIMKG_00263	CDS	741			COG0217	putative transcriptional regulatory protein
OMBLIMKG_00264	CDS	477	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
OMBLIMKG_00265	CDS	1767	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
OMBLIMKG_00266	CDS	519				hypothetical protein
OMBLIMKG_00267	CDS	726	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
OMBLIMKG_00268	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
OMBLIMKG_00269	CDS	690	rnt	3.1.13.-	COG0847	Ribonuclease T
OMBLIMKG_00270	CDS	1353				hypothetical protein
OMBLIMKG_00271	CDS	591				hypothetical protein
OMBLIMKG_00272	tRNA	90				tRNA-Ser(tga)
OMBLIMKG_00273	CDS	567	efp		COG0231	Elongation factor P
OMBLIMKG_00274	CDS	1017	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
OMBLIMKG_00275	CDS	1293	oapA		COG3061	Opacity-associated protein OapA
OMBLIMKG_00276	CDS	405				hypothetical protein
OMBLIMKG_00277	CDS	711	recO		COG1381	DNA repair protein RecO
OMBLIMKG_00278	CDS	624	hifA_1			Major fimbrial subunit
OMBLIMKG_00279	CDS	696	yadV_2			putative fimbrial chaperone YadV
OMBLIMKG_00280	CDS	2520	htrE_2		COG3188	Outer membrane usher protein HtrE
OMBLIMKG_00281	CDS	1119				F17a-G fimbrial adhesin
OMBLIMKG_00282	CDS	105				hypothetical protein
OMBLIMKG_00283	CDS	270				hypothetical protein
OMBLIMKG_00284	CDS	1317	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
OMBLIMKG_00285	CDS	2232	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
OMBLIMKG_00286	CDS	357	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
OMBLIMKG_00287	CDS	594	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
OMBLIMKG_00288	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
OMBLIMKG_00289	CDS	1047	tqsA		COG0628	AI-2 transport protein TqsA
OMBLIMKG_00290	CDS	2193	priA	3.6.4.-	COG1198	Primosomal protein N'
OMBLIMKG_00291	CDS	741	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OMBLIMKG_00292	CDS	195			COG3171	putative protein
OMBLIMKG_00293	CDS	531	napF_1		COG1145	Ferredoxin-type protein NapF
OMBLIMKG_00294	CDS	282	napD		COG3062	Chaperone NapD
OMBLIMKG_00295	CDS	2484	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
OMBLIMKG_00296	CDS	834	napF_2			Ferredoxin-type protein NapF
OMBLIMKG_00297	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
OMBLIMKG_00298	CDS	444	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
OMBLIMKG_00299	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
OMBLIMKG_00300	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
OMBLIMKG_00301	CDS	1278	ampG		COG0477	Anhydromuropeptide permease
OMBLIMKG_00302	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
OMBLIMKG_00303	CDS	969				hypothetical protein
OMBLIMKG_00304	CDS	723	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
OMBLIMKG_00305	CDS	738	ribX			Riboflavin transport system permease protein RibX
OMBLIMKG_00306	CDS	945			COG0715	Putative thiamine biosynthesis protein
OMBLIMKG_00307	CDS	648	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
OMBLIMKG_00308	CDS	816	mntB_1			Manganese transport system membrane protein MntB
OMBLIMKG_00309	CDS	849	mntB_2			Manganese transport system membrane protein MntB
OMBLIMKG_00310	CDS	921	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OMBLIMKG_00311	CDS	882			COG0803	putative periplasmic iron-binding protein
OMBLIMKG_00312	CDS	879				hypothetical protein
OMBLIMKG_00313	CDS	1152	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OMBLIMKG_00314	CDS	540				type_IV_pilW: type IV pilus biogenesis/stability protein PilW
OMBLIMKG_00315	CDS	912	rodZ		COG1426	Cytoskeleton protein RodZ
OMBLIMKG_00316	CDS	1107	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OMBLIMKG_00317	CDS	1272	hisS_1	6.1.1.21	COG0124	Histidine--tRNA ligase
OMBLIMKG_00318	CDS	615				hypothetical protein
OMBLIMKG_00319	CDS	195	iscX		COG2975	Protein IscX
OMBLIMKG_00320	CDS	342	fdx		COG0633	2Fe-2S ferredoxin
OMBLIMKG_00321	CDS	1860	hscA		COG0443	Chaperone protein HscA
OMBLIMKG_00322	CDS	687				hypothetical protein
OMBLIMKG_00323	CDS	525	hscB		COG1076	Co-chaperone protein HscB 
OMBLIMKG_00324	CDS	324	iscA		COG0316	Iron-binding protein IscA
OMBLIMKG_00325	CDS	381	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
OMBLIMKG_00326	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OMBLIMKG_00327	CDS	453	iscR		COG1959	HTH-type transcriptional regulator IscR
OMBLIMKG_00328	CDS	726		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
OMBLIMKG_00329	CDS	459				hypothetical protein
OMBLIMKG_00330	CDS	603				hypothetical protein
OMBLIMKG_00331	CDS	2370				hypothetical protein
OMBLIMKG_00332	CDS	615				hypothetical protein
OMBLIMKG_00333	CDS	1437				hypothetical protein
OMBLIMKG_00334	CDS	366				hypothetical protein
OMBLIMKG_00335	CDS	672				hypothetical protein
OMBLIMKG_00336	CDS	963				hypothetical protein
OMBLIMKG_00337	CDS	315				hypothetical protein
OMBLIMKG_00338	CDS	582				hypothetical protein
OMBLIMKG_00339	CDS	597				hypothetical protein
OMBLIMKG_00340	CDS	2418				tape_meas_nterm: tape measure domain protein
OMBLIMKG_00341	CDS	153				hypothetical protein
OMBLIMKG_00342	CDS	483				hypothetical protein
OMBLIMKG_00343	CDS	426				hypothetical protein
