locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFACCJHN_00074	CDS	585	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HFACCJHN_00075	CDS	267	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HFACCJHN_00076	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HFACCJHN_00077	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
HFACCJHN_00078	CDS	789	yjjV_1	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
HFACCJHN_00079	CDS	258				hypothetical protein
HFACCJHN_00080	CDS	243				hypothetical protein
HFACCJHN_00081	CDS	324	trxA			Thioredoxin
HFACCJHN_00082	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
HFACCJHN_00083	CDS	1110	metI_1	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
HFACCJHN_00084	tRNA	76				tRNA-Gly(gcc)
HFACCJHN_00085	tRNA	74				tRNA-Cys(gca)
HFACCJHN_00086	tRNA	87				tRNA-Leu(taa)
HFACCJHN_00087	tRNA	76				tRNA-Lys(ttt)
HFACCJHN_00088	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
HFACCJHN_00089	CDS	945	thrB	2.7.1.39		Homoserine kinase
HFACCJHN_00090	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
HFACCJHN_00091	CDS	714			COG0325	Pyridoxal phosphate homeostasis protein
HFACCJHN_00092	CDS	1137	garK	2.7.1.165	COG1929	Glycerate 2-kinase
HFACCJHN_00093	CDS	1260	gntP		COG2610	High-affinity gluconate transporter
HFACCJHN_00094	CDS	1107	cdaR		COG3835	Carbohydrate diacid regulator
HFACCJHN_00095	CDS	321				hypothetical protein
HFACCJHN_00096	CDS	756	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HFACCJHN_00097	CDS	615				hypothetical protein
HFACCJHN_00098	CDS	1479				hypothetical protein
HFACCJHN_00099	CDS	999	fbpA		COG1840	Iron-utilization periplasmic protein
HFACCJHN_00100	CDS	1521				PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein
HFACCJHN_00101	CDS	1071	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
HFACCJHN_00102	CDS	681				hypothetical protein
HFACCJHN_00103	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
HFACCJHN_00104	CDS	345			COG1393	putative protein
HFACCJHN_00105	CDS	1881	htpG		COG0326	Chaperone protein HtpG
HFACCJHN_00106	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
HFACCJHN_00107	CDS	2373				hsdM: type I restriction-modification system, M subunit
HFACCJHN_00108	CDS	1464				hypothetical protein
HFACCJHN_00109	CDS	1260				hypothetical protein
HFACCJHN_00110	CDS	3021				hsdR: type I site-specific deoxyribonuclease, HsdR family
HFACCJHN_00111	CDS	1191				hypothetical protein
HFACCJHN_00112	CDS	885	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
HFACCJHN_00113	CDS	549				hypothetical protein
HFACCJHN_00114	CDS	948	corA		COG0598	Magnesium transport protein CorA
HFACCJHN_00115	CDS	492				hypothetical protein
HFACCJHN_00116	CDS	945	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
HFACCJHN_00117	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
HFACCJHN_00118	CDS	1002	bioB	2.8.1.6	COG0502	Biotin synthase
HFACCJHN_00119	CDS	648	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
HFACCJHN_00120	CDS	1617				thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
HFACCJHN_00121	CDS	999	thiB		COG4143	Thiamine-binding periplasmic protein
HFACCJHN_00122	CDS	348			COG1555	putative protein
HFACCJHN_00123	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
HFACCJHN_00124	CDS	516	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HFACCJHN_00125	CDS	1560	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
HFACCJHN_00126	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
HFACCJHN_00127	CDS	1359	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
HFACCJHN_00128	CDS	1626	yidC			Membrane protein insertase YidC
HFACCJHN_00129	CDS	261	yidD		COG0759	Putative membrane protein insertion efficiency factor
HFACCJHN_00130	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
HFACCJHN_00131	CDS	135	rpmH			50S ribosomal protein L34
HFACCJHN_00132	CDS	1461				TPR repeat-containing protein
HFACCJHN_00133	CDS	1923	tbpB			Transferrin-binding protein 2
HFACCJHN_00134	CDS	2748	tbp1			Transferrin-binding protein 1
HFACCJHN_00135	CDS	1365	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HFACCJHN_00136	CDS	1101	dnaN		COG0592	Beta sliding clamp
HFACCJHN_00137	CDS	1080	recF		COG1195	DNA replication and repair protein RecF
HFACCJHN_00138	CDS	5409	iga	3.4.21.72	COG3468	Immunoglobulin A1 protease autotransporter
HFACCJHN_00139	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
HFACCJHN_00140	CDS	1410	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
HFACCJHN_00141	CDS	1077	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
HFACCJHN_00142	CDS	1548	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
HFACCJHN_00143	CDS	1122				dprA: DNA protecting protein DprA
HFACCJHN_00144	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
HFACCJHN_00145	CDS	582				hypothetical protein
HFACCJHN_00146	CDS	966	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
HFACCJHN_00147	CDS	486	smpB		COG0691	SsrA-binding protein
HFACCJHN_00148	CDS	300	fis		COG2901	DNA-binding protein Fis
HFACCJHN_00149	CDS	981	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HFACCJHN_00150	CDS	957				hypothetical protein
HFACCJHN_00151	CDS	885	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HFACCJHN_00152	CDS	165		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
HFACCJHN_00153	CDS	408		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
HFACCJHN_00154	CDS	870				2A78: carboxylate/amino acid/amine transporter
HFACCJHN_00155	CDS	1455	panF		COG4145	Sodium/pantothenate symporter
HFACCJHN_00156	CDS	258	yhdT		COG3924	putative membrane protein YhdT
HFACCJHN_00157	CDS	1347	accC	6.3.4.14	COG0439	Biotin carboxylase
HFACCJHN_00158	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HFACCJHN_00159	CDS	450	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HFACCJHN_00160	CDS	990	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
HFACCJHN_00161	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
HFACCJHN_00162	CDS	567				hypothetical protein
HFACCJHN_00163	CDS	264	rpsT		COG0268	30S ribosomal protein S20
HFACCJHN_00164	CDS	1533	murJ		COG0728	putative lipid II flippase MurJ
HFACCJHN_00165	CDS	927	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
HFACCJHN_00166	CDS	2826	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HFACCJHN_00167	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
HFACCJHN_00168	CDS	351				hypothetical protein
HFACCJHN_00169	CDS	1053	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
HFACCJHN_00170	CDS	1179	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
HFACCJHN_00171	CDS	675	crp_1		COG0664	cAMP-activated global transcriptional regulator CRP
HFACCJHN_00172	CDS	252				hypothetical protein
HFACCJHN_00173	CDS	657	slmA		COG1309	Nucleoid occlusion factor SlmA
HFACCJHN_00174	CDS	453	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
HFACCJHN_00175	CDS	1203	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
HFACCJHN_00176	CDS	666				hypothetical protein
HFACCJHN_00177	CDS	237	rpmB		COG0227	50S ribosomal protein L28
HFACCJHN_00178	CDS	171	rpmG		COG0267	50S ribosomal protein L33
HFACCJHN_00179	CDS	1365	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
HFACCJHN_00180	CDS	234	vapB2			Antitoxin VapB2
HFACCJHN_00181	CDS	399	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
HFACCJHN_00182	CDS	1536	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
HFACCJHN_00183	CDS	816	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HFACCJHN_00184	CDS	1023	degS	3.4.21.107	COG0265	Serine endoprotease DegS
HFACCJHN_00185	CDS	1119	ribD		COG0117	Riboflavin biosynthesis protein RibD
HFACCJHN_00186	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
HFACCJHN_00187	CDS	3381	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
HFACCJHN_00188	CDS	297				hypothetical protein
HFACCJHN_00189	CDS	684				hypothetical protein
HFACCJHN_00190	CDS	714				hypothetical protein
HFACCJHN_00191	CDS	519				hypothetical protein
HFACCJHN_00192	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
HFACCJHN_00193	CDS	1908	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
HFACCJHN_00194	CDS	531	dsbE_1		COG0526	Thiol:disulfide interchange protein DsbE
HFACCJHN_00195	CDS	1155				cyt_nit_nrfF: cytochrome c nitrite reductase, accessory protein NrfF
HFACCJHN_00196	CDS	1203			COG2081	putative protein
HFACCJHN_00197	CDS	1311	eno	4.2.1.11	COG0148	Enolase
HFACCJHN_00198	CDS	420				hypothetical protein
HFACCJHN_00199	CDS	582				hypothetical protein
HFACCJHN_00200	CDS	1182	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
HFACCJHN_00201	CDS	1527	katA	1.11.1.6	COG0753	Catalase
HFACCJHN_00202	CDS	909	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HFACCJHN_00203	CDS	261				hypothetical protein
HFACCJHN_00204	CDS	219				hypothetical protein
HFACCJHN_00205	CDS	2067	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HFACCJHN_00206	tRNA	77				tRNA-Met(cat)
HFACCJHN_00207	CDS	162				hypothetical protein
HFACCJHN_00208	CDS	309				major_capsid_P2: phage major capsid protein, P2 family
HFACCJHN_00209	CDS	105				hypothetical protein
HFACCJHN_00210	CDS	264				hypothetical protein
HFACCJHN_00211	CDS	393				hypothetical protein
HFACCJHN_00212	CDS	378				hypothetical protein
HFACCJHN_00213	CDS	1035	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
HFACCJHN_00214	CDS	504	lptE		COG2980	LPS-assembly lipoprotein LptE
HFACCJHN_00215	CDS	2586	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
HFACCJHN_00216	CDS	720	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HFACCJHN_00217	CDS	867	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
HFACCJHN_00218	CDS	1332	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
HFACCJHN_00219	CDS	2379	bamA		COG4775	Outer membrane protein assembly factor BamA
HFACCJHN_00220	CDS	594			COG2825	Outer membrane protein 26
HFACCJHN_00221	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
HFACCJHN_00222	CDS	852	tsf		COG0264	Elongation factor Ts
HFACCJHN_00223	CDS	723	rpsB		COG0052	30S ribosomal protein S2
HFACCJHN_00224	CDS	765	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HFACCJHN_00225	CDS	1857	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
HFACCJHN_00226	CDS	411	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
HFACCJHN_00227	CDS	2706	secA		COG0653	Protein translocase subunit SecA
HFACCJHN_00228	CDS	303				hypothetical protein
HFACCJHN_00229	CDS	315				hypothetical protein
HFACCJHN_00230	CDS	522	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HFACCJHN_00231	CDS	852	thyA	2.1.1.45	COG0207	Thymidylate synthase
HFACCJHN_00232	CDS	807	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HFACCJHN_00233	CDS	795				hypothetical protein
HFACCJHN_00234	CDS	591	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
HFACCJHN_00235	CDS	1107	proB	2.7.2.11	COG0263	Glutamate 5-kinase
HFACCJHN_00236	CDS	483	folA	1.5.1.3	COG0262	Dihydrofolate reductase
HFACCJHN_00237	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
HFACCJHN_00238	CDS	1533	emrB			Multidrug export protein EmrB
HFACCJHN_00239	CDS	771	ftsN		COG3087	Cell division protein FtsN
HFACCJHN_00240	CDS	3057	bepE			Efflux pump membrane transporter BepE
HFACCJHN_00241	CDS	1197	mdtA			Multidrug resistance protein MdtA
HFACCJHN_00242	CDS	564			COG1309	putative HTH-type transcriptional regulator
HFACCJHN_00243	CDS	1248	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
HFACCJHN_00244	CDS	207	yacG		COG3024	DNA gyrase inhibitor YacG
HFACCJHN_00245	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
HFACCJHN_00246	CDS	1266	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HFACCJHN_00247	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
HFACCJHN_00248	CDS	1599	purH		COG0138	Bifunctional purine biosynthesis protein PurH
HFACCJHN_00249	CDS	261				hypothetical protein
HFACCJHN_00250	CDS	129				hypothetical protein
HFACCJHN_00251	CDS	1740	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
HFACCJHN_00252	CDS	711	arcA		COG0745	Aerobic respiration control protein ArcA
HFACCJHN_00253	CDS	1371	alsT_1		COG1115	Amino-acid carrier protein AlsT
HFACCJHN_00254	CDS	738	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
HFACCJHN_00255	CDS	990	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
HFACCJHN_00256	CDS	312	rplU		COG0261	50S ribosomal protein L21
HFACCJHN_00257	CDS	258	rpmA		COG0211	50S ribosomal protein L27
HFACCJHN_00258	CDS	921	yhbE		COG0697	putative inner membrane transporter YhbE
HFACCJHN_00259	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
HFACCJHN_00260	CDS	423	ndk	2.7.4.6		Nucleoside diphosphate kinase
HFACCJHN_00261	CDS	1320	pepB	3.4.11.23	COG0260	Peptidase B
HFACCJHN_00262	CDS	1227				hypothetical protein
HFACCJHN_00263	CDS	1005	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
HFACCJHN_00264	CDS	1413				WbaP_sugtrans: undecaprenyl-phosphate galactose phosphotransferase WbaP
HFACCJHN_00265	CDS	528				hypothetical protein
HFACCJHN_00266	CDS	282				hypothetical protein
HFACCJHN_00267	CDS	915				hypothetical protein
HFACCJHN_00268	CDS	753	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
HFACCJHN_00269	CDS	495				hypothetical protein
HFACCJHN_00270	CDS	1419	glnA	6.3.1.2	COG0174	Glutamine synthetase
HFACCJHN_00271	CDS	1851	typA		COG1217	GTP-binding protein TypA/BipA 
HFACCJHN_00272	CDS	633	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
HFACCJHN_00273	CDS	708	yhhQ		COG1738	Queuosine precursor transporter
HFACCJHN_00274	CDS	1308				hypothetical protein
HFACCJHN_00275	CDS	282	vapD	3.1.-.-	COG3309	Endoribonuclease VapD
HFACCJHN_00276	CDS	2349	rnr	3.1.13.1	COG0557	Ribonuclease R
HFACCJHN_00277	CDS	741	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
HFACCJHN_00278	CDS	2571	clpB		COG0542	Chaperone protein ClpB
HFACCJHN_00279	CDS	564		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
HFACCJHN_00280	CDS	303	zapA		COG3027	Cell division protein ZapA
HFACCJHN_00281	CDS	2793	polA	2.7.7.7	COG0258	DNA polymerase I
HFACCJHN_00282	CDS	348				hypothetical protein
HFACCJHN_00283	CDS	762		1.14.99.-	COG0748	putative heme oxygenase
HFACCJHN_00284	CDS	1644	hbpA		COG0747	Heme-binding protein A
HFACCJHN_00285	CDS	1392	hsrA			putative transport protein HsrA
HFACCJHN_00286	CDS	516	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
HFACCJHN_00287	CDS	435	rseC		COG3086	Protein RseC
HFACCJHN_00288	CDS	774	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
HFACCJHN_00289	CDS	1092	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
HFACCJHN_00290	CDS	336				hypothetical protein
HFACCJHN_00291	CDS	618	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
HFACCJHN_00292	CDS	267	yihD		COG3084	Protein YihD
HFACCJHN_00293	CDS	579	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
HFACCJHN_00294	CDS	993	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
HFACCJHN_00295	CDS	1758	yejM		COG3083	Inner membrane protein YejM
HFACCJHN_00296	CDS	219				hypothetical protein
HFACCJHN_00297	CDS	1017	yejK		COG3081	Nucleoid-associated protein YejK
HFACCJHN_00298	CDS	414	bamE			Outer membrane protein assembly factor BamE
HFACCJHN_00299	CDS	684	cpxR		COG0745	Transcriptional regulatory protein CpxR
HFACCJHN_00300	CDS	972	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
HFACCJHN_00301	CDS	1800	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
HFACCJHN_00302	CDS	771	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
HFACCJHN_00303	CDS	411	frdC		COG3029	Fumarate reductase subunit C
HFACCJHN_00304	CDS	345	frdD		COG3080	Fumarate reductase subunit D
HFACCJHN_00305	CDS	585	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
HFACCJHN_00306	CDS	306	trpR		COG2973	Trp operon repressor
HFACCJHN_00307	CDS	1782	mltC_1	4.2.2.-		Membrane-bound lytic murein transglycosylase C
HFACCJHN_00308	CDS	297			COG2350	putative protein
HFACCJHN_00309	CDS	465		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HFACCJHN_00310	CDS	558	yciB		COG2917	putative intracellular septation protein A
HFACCJHN_00311	CDS	735				hypothetical protein
HFACCJHN_00312	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
HFACCJHN_00313	CDS	1521	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HFACCJHN_00314	CDS	996	mglB		COG1879	D-galactose-binding periplasmic protein
HFACCJHN_00315	CDS	495	galS_1		COG1609	HTH-type transcriptional regulator GalS
HFACCJHN_00316	CDS	306	galS_2		COG1609	HTH-type transcriptional regulator GalS
HFACCJHN_00317	CDS	1050	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
HFACCJHN_00318	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
HFACCJHN_00319	CDS	1023	galM	5.1.3.3	COG2017	Aldose 1-epimerase
HFACCJHN_00320	CDS	549				hypothetical protein
HFACCJHN_00321	CDS	1293	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
HFACCJHN_00322	CDS	426	uspA		COG0589	Universal stress protein A 
