locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJFNJEFF_00066	CDS	912	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EJFNJEFF_00067	CDS	489	rraA		COG0684	Regulator of ribonuclease activity A
EJFNJEFF_00068	CDS	552				HI0507: family protein
EJFNJEFF_00069	CDS	999	rbsR		COG1609	Ribose operon repressor
EJFNJEFF_00070	CDS	921	rbsK	2.7.1.15	COG0524	Ribokinase
EJFNJEFF_00071	CDS	879	rbsB		COG1879	Ribose import binding protein RbsB
EJFNJEFF_00072	CDS	930	rbsC		COG1172	Ribose import permease protein RbsC
EJFNJEFF_00073	CDS	1482	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
EJFNJEFF_00074	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
EJFNJEFF_00075	CDS	1443				hypothetical protein
EJFNJEFF_00076	CDS	1296	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
EJFNJEFF_00077	CDS	1053	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
EJFNJEFF_00078	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
EJFNJEFF_00079	CDS	528	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
EJFNJEFF_00080	CDS	708	aphA	3.1.3.2	COG3700	Class B acid phosphatase
EJFNJEFF_00081	CDS	504	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EJFNJEFF_00082	CDS	474	yqaA		COG1238	Inner membrane protein YqaA
EJFNJEFF_00083	CDS	603	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
EJFNJEFF_00084	CDS	378				hypothetical protein
EJFNJEFF_00085	CDS	612	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
EJFNJEFF_00086	CDS	375				hypothetical protein
EJFNJEFF_00087	CDS	789	atpB		COG0356	ATP synthase subunit a
EJFNJEFF_00088	CDS	255	atpH_1			ATP synthase subunit c
EJFNJEFF_00089	CDS	471	atpF		COG0711	ATP synthase subunit b
EJFNJEFF_00090	CDS	534	atpH_2		COG0712	ATP synthase subunit delta
EJFNJEFF_00091	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
EJFNJEFF_00092	CDS	870	atpG		COG0224	ATP synthase gamma chain
EJFNJEFF_00093	CDS	1374	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
EJFNJEFF_00094	CDS	429	atpC		COG0355	ATP synthase epsilon chain
EJFNJEFF_00095	CDS	1203	tyrP_2		COG0814	Tyrosine-specific transport protein
EJFNJEFF_00096	CDS	666	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
EJFNJEFF_00097	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EJFNJEFF_00098	CDS	750	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EJFNJEFF_00099	CDS	600	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EJFNJEFF_00100	CDS	1089	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
EJFNJEFF_00101	CDS	1059	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EJFNJEFF_00102	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EJFNJEFF_00103	CDS	912	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EJFNJEFF_00104	CDS	864				hypothetical protein
EJFNJEFF_00105	CDS	843	ygfZ		COG0354	tRNA-modifying protein YgfZ
EJFNJEFF_00106	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
EJFNJEFF_00107	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
EJFNJEFF_00108	CDS	1152	hemW		COG0635	Heme chaperone HemW
EJFNJEFF_00109	CDS	2412	lon	3.4.21.53	COG0466	Lon protease
EJFNJEFF_00110	CDS	876			COG2990	putative protein
EJFNJEFF_00111	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
EJFNJEFF_00112	CDS	540	pyrR			Bifunctional protein PyrR
EJFNJEFF_00113	CDS	936	surA	5.2.1.8		Chaperone SurA
EJFNJEFF_00114	CDS	1044	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
EJFNJEFF_00115	CDS	633	tmk	2.7.4.9	COG0125	Thymidylate kinase
EJFNJEFF_00116	CDS	1926				autotrans_barl: outer membrane autotransporter barrel domain protein
EJFNJEFF_00117	CDS	984	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
EJFNJEFF_00118	CDS	783	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
EJFNJEFF_00119	CDS	525				hypothetical protein
EJFNJEFF_00120	CDS	1293				hypothetical protein
EJFNJEFF_00121	CDS	192				hypothetical protein
EJFNJEFF_00122	CDS	138	vapD	3.1.-.-	COG3309	Endoribonuclease VapD
EJFNJEFF_00123	CDS	531				hypothetical protein
EJFNJEFF_00124	CDS	1500				PTS_HPr_family: phosphocarrier, HPr family
EJFNJEFF_00125	CDS	942	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
EJFNJEFF_00126	CDS	1671	fruA		COG1299	PTS system fructose-specific EIIB'BC component
EJFNJEFF_00127	tRNA	86				tRNA-Leu(gag)
EJFNJEFF_00128	CDS	342	secG		COG1314	Protein-export membrane protein SecG
EJFNJEFF_00129	CDS	1956	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
EJFNJEFF_00130	CDS	603	recR		COG0353	Recombination protein RecR
EJFNJEFF_00131	CDS	330			COG0718	Nucleoid-associated protein
EJFNJEFF_00132	CDS	846	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
EJFNJEFF_00133	CDS	2595	mrcA		COG5009	Penicillin-binding protein 1A
EJFNJEFF_00134	CDS	798				hypothetical protein
EJFNJEFF_00135	CDS	507				hypothetical protein
EJFNJEFF_00136	CDS	522				hypothetical protein
EJFNJEFF_00137	CDS	414				hypothetical protein
EJFNJEFF_00138	CDS	1338	pilQ			Type IV pilus biogenesis and competence protein PilQ
EJFNJEFF_00139	CDS	687				comF: comF family protein
EJFNJEFF_00140	CDS	597	nfuA		COG0316	Fe/S biogenesis protein NfuA
EJFNJEFF_00141	CDS	795	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
EJFNJEFF_00142	CDS	591			COG3068	putative protein
EJFNJEFF_00143	CDS	273	hupA			DNA-binding protein HU-alpha
EJFNJEFF_00144	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EJFNJEFF_00145	CDS	534	dsbB		COG1495	Disulfide bond formation protein B
EJFNJEFF_00146	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
EJFNJEFF_00147	CDS	726	fadR		COG2186	Fatty acid metabolism regulator protein
EJFNJEFF_00148	CDS	1368	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
EJFNJEFF_00149	CDS	1056	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
EJFNJEFF_00150	CDS	699	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
EJFNJEFF_00151	CDS	1320	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
EJFNJEFF_00152	CDS	1380	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
EJFNJEFF_00153	CDS	1305	yhjE_1			Inner membrane metabolite transport protein YhjE
EJFNJEFF_00154	CDS	681	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
EJFNJEFF_00155	CDS	810	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
EJFNJEFF_00156	CDS	792	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
EJFNJEFF_00157	CDS	309				hypothetical protein
EJFNJEFF_00158	CDS	2817	rne	3.1.26.12		Ribonuclease E
EJFNJEFF_00159	CDS	969	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
EJFNJEFF_00160	CDS	276	hfq		COG1923	RNA-binding protein Hfq
EJFNJEFF_00161	CDS	957	tyrR		COG3283	Transcriptional regulatory protein TyrR
EJFNJEFF_00162	CDS	1428				hypothetical protein
EJFNJEFF_00163	CDS	807	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
EJFNJEFF_00164	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
EJFNJEFF_00165	CDS	948	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EJFNJEFF_00166	CDS	867	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
EJFNJEFF_00167	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EJFNJEFF_00168	CDS	672	mutH		COG3066	DNA mismatch repair protein MutH
EJFNJEFF_00169	CDS	540	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
EJFNJEFF_00170	CDS	1356	ompP1			Outer membrane protein P1
EJFNJEFF_00171	CDS	288				hypothetical protein
EJFNJEFF_00172	CDS	825	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EJFNJEFF_00173	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
EJFNJEFF_00174	CDS	1320	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EJFNJEFF_00175	CDS	1215		1.14.11.-	COG2850	putative ribosomal oxygenase
EJFNJEFF_00176	CDS	309				hypothetical protein
EJFNJEFF_00177	CDS	585	pth	3.1.1.29		Peptidyl-tRNA hydrolase
EJFNJEFF_00178	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
EJFNJEFF_00179	CDS	759	oatA	2.3.1.-		O-acetyltransferase OatA
EJFNJEFF_00180	CDS	1137				hypothetical protein
EJFNJEFF_00181	CDS	1143	rnd	3.1.13.5	COG0349	Ribonuclease D
EJFNJEFF_00182	CDS	1689	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EJFNJEFF_00183	CDS	552	slp		COG3065	Outer membrane protein Slp
EJFNJEFF_00184	CDS	711	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
EJFNJEFF_00185	CDS	1923	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
EJFNJEFF_00186	CDS	411	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
EJFNJEFF_00187	CDS	687	tolQ_1		COG0811	Tol-Pal system protein TolQ
EJFNJEFF_00188	CDS	420	tolR_1		COG0848	Tol-Pal system protein TolR
EJFNJEFF_00189	CDS	1215				tolA_full: protein TolA
EJFNJEFF_00190	CDS	1284	tolB		COG0823	Tol-Pal system protein TolB
EJFNJEFF_00191	CDS	462	pal		COG2885	Peptidoglycan-associated lipoprotein
EJFNJEFF_00192	tRNA	76				tRNA-Lys(ttt)
EJFNJEFF_00193	tRNA	76				tRNA-Lys(ctt)
EJFNJEFF_00194	CDS	726		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
EJFNJEFF_00195	CDS	453	iscR		COG1959	HTH-type transcriptional regulator IscR
EJFNJEFF_00196	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
EJFNJEFF_00197	CDS	381	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EJFNJEFF_00198	CDS	324	iscA		COG0316	Iron-binding protein IscA
EJFNJEFF_00199	CDS	525	hscB		COG1076	Co-chaperone protein HscB 
EJFNJEFF_00200	CDS	687				hypothetical protein
EJFNJEFF_00201	CDS	1860	hscA		COG0443	Chaperone protein HscA
EJFNJEFF_00202	CDS	342	fdx		COG0633	2Fe-2S ferredoxin
EJFNJEFF_00203	CDS	195	iscX		COG2975	Protein IscX
EJFNJEFF_00204	CDS	615				hypothetical protein
EJFNJEFF_00205	CDS	1272	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
EJFNJEFF_00206	CDS	1107	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
EJFNJEFF_00207	CDS	912	rodZ		COG1426	Cytoskeleton protein RodZ
EJFNJEFF_00208	CDS	543				type_IV_pilW: type IV pilus biogenesis/stability protein PilW
EJFNJEFF_00209	CDS	1152	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EJFNJEFF_00210	CDS	879				hypothetical protein
EJFNJEFF_00211	CDS	1137				IS200/IS605 family transposase ISAba30
EJFNJEFF_00212	CDS	882			COG0803	putative periplasmic iron-binding protein
EJFNJEFF_00213	CDS	921	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJFNJEFF_00214	CDS	849	mntB_1			Manganese transport system membrane protein MntB
EJFNJEFF_00215	CDS	816	mntB_2			Manganese transport system membrane protein MntB
EJFNJEFF_00216	CDS	648	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
EJFNJEFF_00217	CDS	945			COG0715	Putative thiamine biosynthesis protein
EJFNJEFF_00218	CDS	738	ribX			Riboflavin transport system permease protein RibX
EJFNJEFF_00219	CDS	723	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
EJFNJEFF_00220	CDS	981				hypothetical protein
EJFNJEFF_00221	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
EJFNJEFF_00222	CDS	1278	ampG		COG0477	Anhydromuropeptide permease
EJFNJEFF_00223	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
EJFNJEFF_00224	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
EJFNJEFF_00225	CDS	444	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
EJFNJEFF_00226	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
EJFNJEFF_00227	CDS	834	napF_1			Ferredoxin-type protein NapF
EJFNJEFF_00228	CDS	2484	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
EJFNJEFF_00229	CDS	282	napD		COG3062	Chaperone NapD
EJFNJEFF_00230	CDS	531	napF_2		COG1145	Ferredoxin-type protein NapF
EJFNJEFF_00231	CDS	345			COG3171	putative protein
EJFNJEFF_00232	CDS	741	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
EJFNJEFF_00233	CDS	2193	priA	3.6.4.-	COG1198	Primosomal protein N'
EJFNJEFF_00234	CDS	1047	tqsA		COG0628	AI-2 transport protein TqsA
EJFNJEFF_00235	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
EJFNJEFF_00236	CDS	594	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EJFNJEFF_00237	CDS	357	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
EJFNJEFF_00238	CDS	2232	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
EJFNJEFF_00239	CDS	1317	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
EJFNJEFF_00240	CDS	711	recO		COG1381	DNA repair protein RecO
EJFNJEFF_00241	CDS	405				hypothetical protein
EJFNJEFF_00242	CDS	1296	oapA		COG3061	Opacity-associated protein OapA
EJFNJEFF_00243	CDS	1017	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
EJFNJEFF_00244	CDS	567	efp		COG0231	Elongation factor P
EJFNJEFF_00245	tRNA	90				tRNA-Ser(tga)
EJFNJEFF_00246	CDS	594				hypothetical protein
EJFNJEFF_00247	CDS	1353				hypothetical protein
EJFNJEFF_00248	CDS	690	rnt	3.1.13.-	COG0847	Ribonuclease T
EJFNJEFF_00249	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
EJFNJEFF_00250	CDS	405	vapC1	3.1.-.-		Ribonuclease VapC1
EJFNJEFF_00251	CDS	237	vapB1		COG4456	Antitoxin VapB1
EJFNJEFF_00252	CDS	726	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
EJFNJEFF_00253	CDS	519				hypothetical protein
EJFNJEFF_00254	CDS	1767	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
EJFNJEFF_00255	CDS	474	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
EJFNJEFF_00256	CDS	741			COG0217	putative transcriptional regulatory protein
EJFNJEFF_00257	CDS	573	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EJFNJEFF_00258	CDS	615	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EJFNJEFF_00259	CDS	1008	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EJFNJEFF_00260	CDS	288				hypothetical protein
EJFNJEFF_00261	CDS	894	xerD		COG4974	Tyrosine recombinase XerD
EJFNJEFF_00262	CDS	1167	hcaT			putative 3-phenylpropionic acid transporter
EJFNJEFF_00263	CDS	816	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
EJFNJEFF_00264	CDS	819				hypothetical protein
EJFNJEFF_00265	CDS	153				excise: DNA binding domain, excisionase family
EJFNJEFF_00266	CDS	192				hypothetical protein
EJFNJEFF_00267	CDS	351				hypothetical protein
EJFNJEFF_00268	CDS	774				hypothetical protein
EJFNJEFF_00269	CDS	423				hypothetical protein
EJFNJEFF_00270	CDS	435				hypothetical protein
EJFNJEFF_00271	CDS	1212	intA		COG0582	Prophage integrase IntA
EJFNJEFF_00272	CDS	927	rdgC		COG2974	Recombination-associated protein RdgC
EJFNJEFF_00273	CDS	420	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
EJFNJEFF_00274	CDS	561				hypothetical protein
EJFNJEFF_00275	CDS	738	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EJFNJEFF_00276	CDS	1527	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
EJFNJEFF_00277	CDS	900	corC		COG4535	Magnesium and cobalt efflux protein CorC
EJFNJEFF_00278	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
EJFNJEFF_00279	CDS	450				hypothetical protein
EJFNJEFF_00280	CDS	1395				type_IV_pilB: type IV-A pilus assembly ATPase PilB
EJFNJEFF_00281	CDS	1221	gspF		COG1459	Putative type II secretion system protein F
EJFNJEFF_00282	CDS	693				hypothetical protein
EJFNJEFF_00283	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EJFNJEFF_00284	CDS	318	metJ		COG3060	Met repressor
EJFNJEFF_00285	CDS	387	hmrR			HTH-type transcriptional regulator HmrR
EJFNJEFF_00286	CDS	207			COG2608	putative protein
EJFNJEFF_00287	CDS	207			COG2608	putative protein
EJFNJEFF_00288	CDS	207			COG2608	putative protein
EJFNJEFF_00289	CDS	2169	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
EJFNJEFF_00290	CDS	1239	sdaC		COG0814	Serine transporter
EJFNJEFF_00291	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
EJFNJEFF_00292	CDS	1257	mtr_1			Tryptophan-specific transport protein
EJFNJEFF_00293	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
EJFNJEFF_00294	CDS	1272	menF_1	5.4.4.2	COG1169	Isochorismate synthase MenF
EJFNJEFF_00295	CDS	1707	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EJFNJEFF_00296	CDS	744	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EJFNJEFF_00297	CDS	1317	yhjE_2			Inner membrane metabolite transport protein YhjE
EJFNJEFF_00298	CDS	759	udp	2.4.2.3	COG2820	Uridine phosphorylase
EJFNJEFF_00299	CDS	663				hypothetical protein
EJFNJEFF_00300	CDS	486				hypothetical protein
EJFNJEFF_00301	CDS	810				hypothetical protein
EJFNJEFF_00302	CDS	1656				hypothetical protein
EJFNJEFF_00303	tRNA	76				tRNA-Val(tac)
EJFNJEFF_00304	tRNA	76				tRNA-Val(tac)
EJFNJEFF_00305	tRNA	76				tRNA-Val(tac)
EJFNJEFF_00306	tRNA	76				tRNA-Val(tac)
EJFNJEFF_00307	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
EJFNJEFF_00308	tRNA	76				tRNA-Ala(ggc)
EJFNJEFF_00309	CDS	717	rph	2.7.7.56		Ribonuclease PH
EJFNJEFF_00310	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EJFNJEFF_00311	CDS	867	djlA		COG1076	Co-chaperone protein DjlA
EJFNJEFF_00312	CDS	336	dusC	1.3.1.-		tRNA-dihydrouridine(16) synthase
EJFNJEFF_00313	CDS	846	rpoH		COG0568	RNA polymerase sigma factor RpoH
EJFNJEFF_00314	CDS	312				hypothetical protein
EJFNJEFF_00315	CDS	1026	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EJFNJEFF_00316	CDS	1704	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
EJFNJEFF_00317	CDS	600	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
EJFNJEFF_00318	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EJFNJEFF_00319	CDS	2787	hxuA		COG3210	Heme/hemopexin-binding protein
EJFNJEFF_00320	CDS	1698	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
