qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
BHKEBAIG_00122	1	286	286	ICEberg~~~ICE_60~~~CAF29065.1~~~beta-lactamase_TEM_precursor_Haemophilus_influenzae	1	286	286	2.89e-208	286	100	0	0	ICEberg~~~ICE_60~~~CAF29065.1~~~beta-lactamase_TEM_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507314|emb|CAF29065.1| beta-lactamase TEM precursor [Haemophilus influenzae]
BHKEBAIG_00123	1	59	59	ICEberg~~~ICE_960~~~ANC65573.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	59	59	6.36e-37	59	89.8	0	0	ICEberg~~~ICE_960~~~ANC65573.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443463|ref|ANC65573.1| hypothetical protein [Actinobacillus pleuropneumoniae]
BHKEBAIG_00124	1	135	135	ICEberg~~~ICE_60~~~CAF29058.1~~~hypothetical_exported_protein_Haemophilus_influenzae	1	135	135	1.68e-94	135	100	0	0	ICEberg~~~ICE_60~~~CAF29058.1~~~hypothetical_exported_protein_Haemophilus_influenzae  ICEberg|60 gi|51507307|emb|CAF29058.1| hypothetical exported protein [Haemophilus influenzae]
BHKEBAIG_00125	1	666	666	ICEberg~~~ICE_60~~~CAF29059.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	666	666	0.0	666	100	0	0	ICEberg~~~ICE_60~~~CAF29059.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507308|emb|CAF29059.1| putative exported protein precursor [Haemophilus influenzae]
BHKEBAIG_00126	1	313	313	ICEberg~~~ICE_960~~~ANC65576.1~~~TraU_protein_Actinobacillus_pleuropneumoniae	1	313	313	2.03e-242	313	99.7	0	0	ICEberg~~~ICE_960~~~ANC65576.1~~~TraU_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443466|ref|ANC65576.1| TraU protein [Actinobacillus pleuropneumoniae]
BHKEBAIG_00127	1	145	145	ICEberg~~~ICE_60~~~CAF29061.1~~~conserved_hypothetical_protein_Haemophilus_influenzae	1	145	145	2.41e-101	145	100	0	0	ICEberg~~~ICE_60~~~CAF29061.1~~~conserved_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507310|emb|CAF29061.1| conserved hypothetical protein [Haemophilus influenzae]
BHKEBAIG_00128	1	118	118	ICEberg~~~ICE_60~~~CAF29062.1~~~hypothetical_membrane_protein_Haemophilus_influenzae	3	120	120	4.50e-80	118	100	0	0	ICEberg~~~ICE_60~~~CAF29062.1~~~hypothetical_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507311|emb|CAF29062.1| hypothetical membrane protein [Haemophilus influenzae]
BHKEBAIG_00129	1	77	77	ICEberg~~~ICE_60~~~CAF29063.1~~~conserved_hypothetical_protein_Haemophilus_influenzae	1	77	77	6.22e-54	77	100	0	0	ICEberg~~~ICE_60~~~CAF29063.1~~~conserved_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507312|emb|CAF29063.1| conserved hypothetical protein [Haemophilus influenzae]
BHKEBAIG_00130	1	82	82	ICEberg~~~ICE_960~~~ANC65580.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	82	82	7.60e-55	82	100	0	0	ICEberg~~~ICE_960~~~ANC65580.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443470|ref|ANC65580.1| hypothetical protein [Actinobacillus pleuropneumoniae]
BHKEBAIG_00131	1	52	52	ICEberg~~~ICE_960~~~ANC65581.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	52	52	2.51e-31	52	98.1	0	0	ICEberg~~~ICE_960~~~ANC65581.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443471|ref|ANC65581.1| hypothetical protein [Actinobacillus pleuropneumoniae]
BHKEBAIG_00132	1	317	317	ICEberg~~~ICE_960~~~ANC65582.1~~~DNA_primase_TraC_Actinobacillus_pleuropneumoniae	1	317	317	2.19e-239	317	99.1	0	0	ICEberg~~~ICE_960~~~ANC65582.1~~~DNA_primase_TraC_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443472|ref|ANC65582.1| DNA primase TraC [Actinobacillus pleuropneumoniae]
BHKEBAIG_00133	1	253	253	ICEberg~~~ICE_960~~~ANC65583.1~~~N-6_DNA_methylase_Actinobacillus_pleuropneumoniae	1	253	253	4.56e-184	253	97.2	0	0	ICEberg~~~ICE_960~~~ANC65583.1~~~N-6_DNA_methylase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443473|ref|ANC65583.1| N-6 DNA methylase [Actinobacillus pleuropneumoniae]
BHKEBAIG_00139	1	194	199	ICEberg~~~ICE_960~~~ANC65585.1~~~gamma-delta_resolvase_Actinobacillus_pleuropneumoniae	1	194	196	2.30e-136	194	99.5	0	0	ICEberg~~~ICE_960~~~ANC65585.1~~~gamma-delta_resolvase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443475|ref|ANC65585.1| gamma-delta resolvase [Actinobacillus pleuropneumoniae]
BHKEBAIG_00140	1	63	63	ICEberg~~~ICE_960~~~ANC65586.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	63	63	9.30e-43	63	100	0	0	ICEberg~~~ICE_960~~~ANC65586.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443476|ref|ANC65586.1| hypothetical protein [Actinobacillus pleuropneumoniae]
BHKEBAIG_00145	15	92	92	ICEberg~~~ICE_960~~~ANC65587.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	16	95	95	1.10e-41	80	77.5	2	1	ICEberg~~~ICE_960~~~ANC65587.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443477|ref|ANC65587.1| hypothetical protein [Actinobacillus pleuropneumoniae]
BHKEBAIG_00148	6	638	638	ICEberg~~~ICE_960~~~ANC65591.1~~~Putative_helicase_Actinobacillus_pleuropneumoniae	1	628	628	0.0	634	92.0	7	3	ICEberg~~~ICE_960~~~ANC65591.1~~~Putative_helicase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443481|ref|ANC65591.1| Putative helicase [Actinobacillus pleuropneumoniae]
BHKEBAIG_00252	10	378	378	ICEberg~~~ICE_1010~~~ATB17841.1~~~S-(hydroxymethyl)glutathione_dehydrogenase/class_III_alcohol_dehydrogenase_Pseudomonas_aeruginosa	1	369	369	6.89e-235	369	83.7	0	0	ICEberg~~~ICE_1010~~~ATB17841.1~~~S-(hydroxymethyl)glutathione_dehydrogenase/class_III_alcohol_dehydrogenase_Pseudomonas_aeruginosa  ICEberg|1010 gi|1224956919|ref|ATB17841.1| S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Pseudomonas aeruginosa]
BHKEBAIG_00283	3	514	514	ICEberg~~~ICE_23~~~ACV96414.1~~~type_I_restriction-modification_system,_M_subunit_Vibrio_cholerae_Mex1	7	519	524	6.08e-293	513	78.9	1	1	ICEberg~~~ICE_23~~~ACV96414.1~~~type_I_restriction-modification_system,_M_subunit_Vibrio_cholerae_Mex1  ICEberg|23 gi|259156470|gb|ACV96414.1| type I restriction-modification system, M subunit [Vibrio cholerae Mex1]
BHKEBAIG_00288	1	800	800	ICEberg~~~ICE_23~~~ACV96447.1~~~type_I_site-specific_deoxyribonuclease,_R_subunit_Vibrio_cholerae_Mex1	227	1037	1037	0.0	811	75.2	11	2	ICEberg~~~ICE_23~~~ACV96447.1~~~type_I_site-specific_deoxyribonuclease,_R_subunit_Vibrio_cholerae_Mex1  ICEberg|23 gi|259156503|gb|ACV96447.1| type I site-specific deoxyribonuclease, R subunit [Vibrio cholerae Mex1]
BHKEBAIG_00321	3	690	709	ICEberg~~~ICE_36~~~ACV96538.1~~~polyribonucleotide_nucleotidyltransferase_Vibrio_fluvialis_Ind1	5	692	708	0.0	688	76.5	0	0	ICEberg~~~ICE_36~~~ACV96538.1~~~polyribonucleotide_nucleotidyltransferase_Vibrio_fluvialis_Ind1  ICEberg|36 gi|259156595|gb|ACV96538.1| polyribonucleotide nucleotidyltransferase [Vibrio fluvialis Ind1]
BHKEBAIG_00327	1	168	168	ICEberg~~~ICE_987~~~AGK02762.1~~~single-stranded_DNA-binding_protein_Ssb_Mannheimia_haemolytica_M42548	1	150	150	2.37e-74	168	66.7	18	3	ICEberg~~~ICE_987~~~AGK02762.1~~~single-stranded_DNA-binding_protein_Ssb_Mannheimia_haemolytica_M42548  ICEberg|987 gi|7843130654|ref|AGK02762.1| single-stranded DNA-binding protein Ssb [Mannheimia haemolytica M42548]
BHKEBAIG_00698	1	534	548	ICEberg~~~ICE_1096~~~YP_004144969.1~~~chaperonin_GroEL_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271	1	533	555	5.02e-247	535	68.2	3	2	ICEberg~~~ICE_1096~~~YP_004144969.1~~~chaperonin_GroEL_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271  ICEberg|1096 gi|7223842013|ref|YP_004144969.1| chaperonin GroEL [Mesorhizobium ciceri biovar biserrulae WSM1271]
BHKEBAIG_01192	1	44	44	ICEberg~~~ICE_812~~~CCH26401.1~~~ribosomal_protein_L34_Streptococcus_pyogenes	1	44	44	1.95e-16	44	72.7	0	0	ICEberg~~~ICE_812~~~CCH26401.1~~~ribosomal_protein_L34_Streptococcus_pyogenes  ICEberg|812 gi|7374557478|ref|CCH26401.1| ribosomal protein L34 [Streptococcus pyogenes]
BHKEBAIG_01490	1	443	444	ICEberg~~~ICE_406~~~CAF28523.1~~~putative_HsdM-like_N-methyl_transferase_Yersinia_pseudotuberculosis	105	567	568	4.63e-221	463	65.7	20	3	ICEberg~~~ICE_406~~~CAF28523.1~~~putative_HsdM-like_N-methyl_transferase_Yersinia_pseudotuberculosis  ICEberg|406 gi|49658897|emb|CAF28523.1| putative HsdM-like N-methyl transferase [Yersinia pseudotuberculosis]
BHKEBAIG_01540	1	89	89	ICEberg~~~ICE_36~~~ACV96558.1~~~ribosomal_protein_S15_Vibrio_fluvialis_Ind1	1	89	89	9.13e-39	89	74.2	0	0	ICEberg~~~ICE_36~~~ACV96558.1~~~ribosomal_protein_S15_Vibrio_fluvialis_Ind1  ICEberg|36 gi|259156615|gb|ACV96558.1| ribosomal protein S15 [Vibrio fluvialis Ind1]
BHKEBAIG_01728	1	89	89	ICEberg~~~ICE_36~~~ACV96558.1~~~ribosomal_protein_S15_Vibrio_fluvialis_Ind1	1	89	89	7.50e-38	89	74.2	0	0	ICEberg~~~ICE_36~~~ACV96558.1~~~ribosomal_protein_S15_Vibrio_fluvialis_Ind1  ICEberg|36 gi|259156615|gb|ACV96558.1| ribosomal protein S15 [Vibrio fluvialis Ind1]
BHKEBAIG_01965	5	527	527	ICEberg~~~ICE_40~~~CAR44788.1~~~peptide_chain_release_factor_3_Proteus_mirabilis_HI4320	7	529	529	0.0	523	83.9	0	0	ICEberg~~~ICE_40~~~CAR44788.1~~~peptide_chain_release_factor_3_Proteus_mirabilis_HI4320  ICEberg|40 gi|194683755|emb|CAR44788.1| peptide chain release factor 3 [Proteus mirabilis HI4320]
