locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHKEBAIG_00072	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
BHKEBAIG_00073	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BHKEBAIG_00074	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
BHKEBAIG_00075	CDS	789	yjjV_1	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
BHKEBAIG_00076	CDS	255				hypothetical protein
BHKEBAIG_00077	CDS	324	trxA			Thioredoxin 1
BHKEBAIG_00078	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
BHKEBAIG_00079	CDS	1110	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
BHKEBAIG_00080	tRNA	76				tRNA-Gly(gcc)
BHKEBAIG_00081	tRNA	74				tRNA-Cys(gca)
BHKEBAIG_00082	tRNA	87				tRNA-Leu(taa)
BHKEBAIG_00083	CDS	837				eps_fam: capsular exopolysaccharide family protein
BHKEBAIG_00084	CDS	1356	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
BHKEBAIG_00085	CDS	1701				ICE_PFGI_1_parB: integrating conjugative element, PFGI_1 class, ParB family protein
BHKEBAIG_00086	CDS	552				hypothetical protein
BHKEBAIG_00087	CDS	1224				hypothetical protein
BHKEBAIG_00088	CDS	264				hypothetical protein
BHKEBAIG_00089	CDS	756				ICE_PFL4669: integrating conjugative element protein
BHKEBAIG_00090	CDS	474				hypothetical protein
BHKEBAIG_00091	CDS	423	ssb_1		COG0629	Single-stranded DNA-binding protein
BHKEBAIG_00092	CDS	519				hypothetical protein
BHKEBAIG_00093	CDS	558				hypothetical protein
BHKEBAIG_00094	CDS	2046	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
BHKEBAIG_00095	CDS	429				hypothetical protein
BHKEBAIG_00096	CDS	642				hypothetical protein
BHKEBAIG_00097	CDS	471				radc: DNA repair protein RadC
BHKEBAIG_00098	CDS	597				hypothetical protein
BHKEBAIG_00099	CDS	732				TraX_Ftype: type-F conjugative transfer system pilin acetylase TraX
BHKEBAIG_00100	CDS	630				conj_PilL: integrating conjugative element protein PilL, PFGI-1 class
BHKEBAIG_00101	CDS	741				conj_TIGR03759: integrating conjugative element protein
BHKEBAIG_00102	CDS	759				hypothetical protein
BHKEBAIG_00103	CDS	507				ICE_PFL_4695: integrating conjugative element protein
BHKEBAIG_00104	CDS	2250				conj_TOL_TraD: conjugative coupling factor TraD, PFGI-1 class
BHKEBAIG_00105	CDS	336				hypothetical protein
BHKEBAIG_00106	CDS	687				conj_TIGR03747: integrating conjugative element membrane protein
BHKEBAIG_00107	CDS	321				ICE_RAQPRD: integrative conjugative element protein, RAQPRD family
BHKEBAIG_00108	CDS	246				hypothetical protein
BHKEBAIG_00109	CDS	402				hypothetical protein
BHKEBAIG_00110	CDS	372				conj_TIGR03750: conjugative transfer region protein
BHKEBAIG_00111	CDS	645				conj_TIGR03746: integrating conjugative element protein
BHKEBAIG_00112	CDS	870				conj_TIGR03749: integrating conjugative element protein
BHKEBAIG_00113	CDS	1401				conj_TIGR03752: integrating conjugative element protein
BHKEBAIG_00114	CDS	408				conj_TIGR03751: conjugative transfer region lipoprotein
BHKEBAIG_00115	CDS	2871				traC_PFL_4706: conjugative transfer ATPase
BHKEBAIG_00116	CDS	444				hypothetical protein
BHKEBAIG_00117	CDS	324				hypothetical protein
BHKEBAIG_00118	CDS	1494				hypothetical protein
BHKEBAIG_00119	CDS	330				hypothetical protein
BHKEBAIG_00120	CDS	3135				Tn3 family transposase Tn2
BHKEBAIG_00121	CDS	558	tnpR_1			Transposon Tn3 resolvase
BHKEBAIG_00122	CDS	861	bla	3.5.2.6		Beta-lactamase TEM
BHKEBAIG_00123	CDS	180				hypothetical protein
BHKEBAIG_00124	CDS	408				hypothetical protein
BHKEBAIG_00125	CDS	2001				conj_TIGR03755: integrating conjugative element protein
BHKEBAIG_00126	CDS	942				conj_TIGR03756: integrating conjugative element protein
BHKEBAIG_00127	CDS	438				conj_TIGR03757: integrating conjugative element protein
BHKEBAIG_00128	CDS	357				hypothetical protein
BHKEBAIG_00129	CDS	234				hypothetical protein
BHKEBAIG_00130	CDS	249				hypothetical protein
BHKEBAIG_00131	CDS	159				hypothetical protein
BHKEBAIG_00132	CDS	954	traC	2.7.7.-		DNA primase TraC
BHKEBAIG_00133	CDS	762				hypothetical protein
BHKEBAIG_00134	CDS	567				hypothetical protein
BHKEBAIG_00135	CDS	375				hypothetical protein
BHKEBAIG_00136	CDS	678				hypothetical protein
BHKEBAIG_00137	CDS	618				hypothetical protein
BHKEBAIG_00138	CDS	198				hypothetical protein
BHKEBAIG_00139	CDS	600	tnpR_2		COG1961	Transposon gamma-delta resolvase
BHKEBAIG_00140	CDS	192				hypothetical protein
BHKEBAIG_00141	CDS	288				hypothetical protein
BHKEBAIG_00142	CDS	123				hypothetical protein
BHKEBAIG_00143	CDS	237				hypothetical protein
BHKEBAIG_00144	CDS	288				hypothetical protein
BHKEBAIG_00145	CDS	279				hypothetical protein
BHKEBAIG_00146	CDS	714				hypothetical protein
BHKEBAIG_00147	CDS	1254				hypothetical protein
BHKEBAIG_00148	CDS	1917				ICE_TraI_Pfluor: integrating conjugative element relaxase, PFGI-1 class
BHKEBAIG_00149	CDS	486	xerC_1			Tyrosine recombinase XerC
BHKEBAIG_00150	tRNA	76				tRNA-Lys(ttt)
BHKEBAIG_00151	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
BHKEBAIG_00152	CDS	945	thrB	2.7.1.39	COG0083	Homoserine kinase
BHKEBAIG_00153	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
BHKEBAIG_00154	CDS	714			COG0325	Pyridoxal phosphate homeostasis protein
BHKEBAIG_00155	CDS	1137	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BHKEBAIG_00156	CDS	1260	gntP		COG2610	High-affinity gluconate transporter
BHKEBAIG_00157	CDS	1107	cdaR		COG3835	Carbohydrate diacid regulator
BHKEBAIG_00158	CDS	321				hypothetical protein
BHKEBAIG_00159	CDS	756	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BHKEBAIG_00160	CDS	243				hypothetical protein
BHKEBAIG_00161	CDS	999	fbpA		COG1840	Iron-utilization periplasmic protein
BHKEBAIG_00162	CDS	1521				PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein
BHKEBAIG_00163	CDS	1071	fbpC2_1	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
BHKEBAIG_00164	CDS	681				hypothetical protein
BHKEBAIG_00165	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BHKEBAIG_00166	CDS	345			COG1393	putative protein
BHKEBAIG_00167	CDS	1881	htpG		COG0326	Chaperone protein HtpG
BHKEBAIG_00168	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
BHKEBAIG_00169	CDS	1389	ffh		COG0541	Signal recognition particle protein
BHKEBAIG_00170	CDS	1263				hypothetical protein
BHKEBAIG_00171	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
BHKEBAIG_00172	CDS	480				hypothetical protein
BHKEBAIG_00173	CDS	342				hypothetical protein
BHKEBAIG_00174	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BHKEBAIG_00175	CDS	630	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
BHKEBAIG_00176	CDS	2238	tdhA		COG1629	TonB-dependent heme receptor A
BHKEBAIG_00177	rRNA	109				5S ribosomal RNA
BHKEBAIG_00178	rRNA	3110				23S ribosomal RNA
BHKEBAIG_00179	tRNA	76				tRNA-Glu(ttc)
BHKEBAIG_00180	rRNA	1536				16S ribosomal RNA
BHKEBAIG_00181	tRNA	77				tRNA-Pro(tgg)
BHKEBAIG_00182	tRNA	76				tRNA-His(gtg)
BHKEBAIG_00183	tRNA	77				tRNA-Arg(ccg)
BHKEBAIG_00184	CDS	2136	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
BHKEBAIG_00185	tRNA	77				tRNA-Met(cat)
BHKEBAIG_00186	CDS	1104	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
BHKEBAIG_00187	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
BHKEBAIG_00188	CDS	1044	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
BHKEBAIG_00189	CDS	507				hypothetical protein
BHKEBAIG_00190	CDS	1362	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
BHKEBAIG_00191	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
BHKEBAIG_00192	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
BHKEBAIG_00193	CDS	558	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BHKEBAIG_00194	tRNA	76				tRNA-Gly(gcc)
BHKEBAIG_00195	tRNA	87				tRNA-Leu(taa)
BHKEBAIG_00196	tRNA	76				tRNA-Lys(ttt)
BHKEBAIG_00197	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
BHKEBAIG_00198	CDS	1317	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
BHKEBAIG_00199	CDS	642	udk	2.7.1.48		Uridine kinase
BHKEBAIG_00200	CDS	588	dcd	3.5.4.13	COG0717	dCTP deaminase
BHKEBAIG_00201	CDS	1176				hypothetical protein
BHKEBAIG_00202	CDS	1209	sotB		COG2814	Sugar efflux transporter
BHKEBAIG_00203	CDS	1512	der		COG1160	GTPase Der
BHKEBAIG_00204	tRNA	77				tRNA-Asp(gtc)
BHKEBAIG_00205	tRNA	77				tRNA-Asp(gtc)
BHKEBAIG_00206	CDS	768	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
BHKEBAIG_00207	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BHKEBAIG_00208	CDS	1086				hypothetical protein
BHKEBAIG_00209	CDS	1146	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
BHKEBAIG_00210	CDS	813	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
BHKEBAIG_00211	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
BHKEBAIG_00212	CDS	867	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
BHKEBAIG_00213	CDS	903	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
BHKEBAIG_00214	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
BHKEBAIG_00215	CDS	990	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
BHKEBAIG_00216	CDS	1851	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
BHKEBAIG_00217	CDS	1140	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
BHKEBAIG_00218	CDS	291				hypothetical protein
BHKEBAIG_00219	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
BHKEBAIG_00220	CDS	1221	hflK		COG0330	Modulator of FtsH protease HflK
BHKEBAIG_00221	CDS	708				hypothetical protein
BHKEBAIG_00222	CDS	1332	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
BHKEBAIG_00223	CDS	231	acpP		COG0236	Acyl carrier protein
BHKEBAIG_00224	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BHKEBAIG_00225	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
BHKEBAIG_00226	CDS	951	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
BHKEBAIG_00227	CDS	171	rpmF		COG0333	50S ribosomal protein L32
BHKEBAIG_00228	CDS	525	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
BHKEBAIG_00229	CDS	873	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
BHKEBAIG_00230	CDS	1371	gor	1.8.1.7	COG1249	Glutathione reductase
BHKEBAIG_00231	CDS	600				hypothetical protein
BHKEBAIG_00232	CDS	312	bolA		COG0271	DNA-binding transcriptional regulator BolA
BHKEBAIG_00233	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
BHKEBAIG_00234	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
BHKEBAIG_00235	CDS	735	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
BHKEBAIG_00236	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
BHKEBAIG_00237	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
BHKEBAIG_00238	CDS	1236	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
BHKEBAIG_00239	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
BHKEBAIG_00240	CDS	261				hypothetical protein
BHKEBAIG_00241	CDS	1257	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
BHKEBAIG_00242	CDS	735	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
BHKEBAIG_00243	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BHKEBAIG_00244	CDS	789	bamD		COG4105	Outer membrane protein assembly factor BamD
BHKEBAIG_00245	CDS	483	pe			Surface-adhesin protein E
BHKEBAIG_00246	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
BHKEBAIG_00247	CDS	2313	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
BHKEBAIG_00248	CDS	855	focA		COG2116	putative formate transporter 1
BHKEBAIG_00249	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
BHKEBAIG_00250	CDS	1440	alsT_1		COG1115	Amino-acid carrier protein AlsT
BHKEBAIG_00251	CDS	828		3.1.2.12	COG0627	S-formylglutathione hydrolase
BHKEBAIG_00252	CDS	1137	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
BHKEBAIG_00253	CDS	408			COG0789	putative HTH-type transcriptional regulator
BHKEBAIG_00254	CDS	228	tatA		COG1826	Sec-independent protein translocase protein TatA
BHKEBAIG_00255	CDS	549	tatB			Sec-independent protein translocase protein TatB
BHKEBAIG_00256	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
BHKEBAIG_00257	CDS	1350	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
BHKEBAIG_00258	CDS	441	fur		COG0735	Ferric uptake regulation protein
BHKEBAIG_00259	CDS	525	fldA		COG0716	Flavodoxin 1
BHKEBAIG_00260	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
BHKEBAIG_00261	CDS	594	seqA		COG3057	Negative modulator of initiation of replication
BHKEBAIG_00262	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
BHKEBAIG_00263	CDS	3321			COG3264	putative MscS family protein.1
BHKEBAIG_00264	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
BHKEBAIG_00265	CDS	861	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
BHKEBAIG_00266	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
BHKEBAIG_00267	CDS	957	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
BHKEBAIG_00268	CDS	972	selD	2.7.9.3	COG0709	Selenide, water dikinase
BHKEBAIG_00269	CDS	351	rplS		COG0335	50S ribosomal protein L19
BHKEBAIG_00270	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
BHKEBAIG_00271	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
BHKEBAIG_00272	CDS	249	rpsP		COG0228	30S ribosomal protein S16
BHKEBAIG_00273	CDS	774				putative protein
BHKEBAIG_00274	CDS	1812		3.1.3.5	COG0737	NAD 5'-nucleotidase
BHKEBAIG_00275	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
BHKEBAIG_00276	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
BHKEBAIG_00277	CDS	861	dam	2.1.1.72	COG0338	DNA adenine methylase
BHKEBAIG_00278	CDS	726	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
BHKEBAIG_00279	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
BHKEBAIG_00280	CDS	1545	mppA		COG4166	Periplasmic murein peptide-binding protein
BHKEBAIG_00281	CDS	363				hypothetical protein
BHKEBAIG_00282	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
BHKEBAIG_00283	CDS	1545				hsdM: type I restriction-modification system, M subunit
BHKEBAIG_00284	CDS	207				hypothetical protein
BHKEBAIG_00285	CDS	969				hypothetical protein
BHKEBAIG_00286	CDS	999				hypothetical protein
BHKEBAIG_00287	CDS	498	hsdR_1	3.1.21.3		Type I restriction enzyme EcoR124II R protein
BHKEBAIG_00288	CDS	2403	hsdR_2	3.1.21.3		Type I restriction enzyme EcoR124II R protein
BHKEBAIG_00289	CDS	630	rclC		COG3059	Inner membrane protein RclC
BHKEBAIG_00290	CDS	1797	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
BHKEBAIG_00291	CDS	588				hypothetical protein
BHKEBAIG_00292	rRNA	110				5S ribosomal RNA
BHKEBAIG_00293	rRNA	3110				23S ribosomal RNA
BHKEBAIG_00294	tRNA	76				tRNA-Ala(tgc)
BHKEBAIG_00295	tRNA	77				tRNA-Ile(gat)
BHKEBAIG_00296	rRNA	1536				16S ribosomal RNA
BHKEBAIG_00297	CDS	906	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
BHKEBAIG_00298	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BHKEBAIG_00299	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
BHKEBAIG_00300	CDS	891				rarD: protein RarD
BHKEBAIG_00301	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
BHKEBAIG_00302	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
BHKEBAIG_00303	CDS	1311	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
BHKEBAIG_00304	CDS	363	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
BHKEBAIG_00305	CDS	435				hypothetical protein
BHKEBAIG_00306	CDS	120				hypothetical protein
BHKEBAIG_00307	CDS	447				putative protein
BHKEBAIG_00308	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BHKEBAIG_00309	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
BHKEBAIG_00310	CDS	519				hypothetical protein
BHKEBAIG_00311	CDS	222				hypothetical protein
BHKEBAIG_00312	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
BHKEBAIG_00313	CDS	1848	secD		COG0342	Protein translocase subunit SecD
BHKEBAIG_00314	CDS	975	secF		COG0341	Protein translocase subunit SecF
BHKEBAIG_00315	CDS	1050				spore_ytvI: sporulation integral membrane protein YtvI
BHKEBAIG_00316	CDS	351	yfgD		COG1393	putative protein YfgD
BHKEBAIG_00317	CDS	246				hypothetical protein
BHKEBAIG_00318	CDS	297				hypothetical protein
BHKEBAIG_00319	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
BHKEBAIG_00320	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
BHKEBAIG_00321	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
BHKEBAIG_00322	CDS	372				hypothetical protein
BHKEBAIG_00323	CDS	468			COG2731	putative protein
BHKEBAIG_00324	CDS	420				hypothetical protein
BHKEBAIG_00325	CDS	4203	hap	3.4.21.-		Adhesion and penetration protein autotransporter
BHKEBAIG_00326	CDS	2832	uvrA		COG0178	UvrABC system protein A
BHKEBAIG_00327	CDS	507	ssb_2			Single-stranded DNA-binding protein
BHKEBAIG_00328	CDS	801				hypothetical protein
BHKEBAIG_00329	CDS	444	tolR_1			Tol-Pal system protein TolR
BHKEBAIG_00330	CDS	453	tolQ_1			Tol-Pal system protein TolQ
BHKEBAIG_00331	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
