locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBNMPBKG_00085	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
EBNMPBKG_00086	CDS	594	seqA		COG3057	Negative modulator of initiation of replication
EBNMPBKG_00087	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
EBNMPBKG_00088	CDS	3321			COG3264	putative MscS family protein.1
EBNMPBKG_00089	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
EBNMPBKG_00090	CDS	861	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
EBNMPBKG_00091	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
EBNMPBKG_00092	CDS	957	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
EBNMPBKG_00093	CDS	888	yjiE			HTH-type transcriptional regulator YjiE
EBNMPBKG_00094	CDS	693		5.1.1.13		Aspartate racemase
EBNMPBKG_00095	CDS	1305	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
EBNMPBKG_00096	CDS	972	selD	2.7.9.3	COG0709	Selenide, water dikinase
EBNMPBKG_00097	CDS	351	rplS		COG0335	50S ribosomal protein L19
EBNMPBKG_00098	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
EBNMPBKG_00099	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
EBNMPBKG_00100	CDS	249	rpsP		COG0228	30S ribosomal protein S16
EBNMPBKG_00101	CDS	774				putative protein
EBNMPBKG_00102	CDS	1812		3.1.3.5	COG0737	NAD 5'-nucleotidase
EBNMPBKG_00103	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
EBNMPBKG_00104	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
EBNMPBKG_00105	CDS	861	dam	2.1.1.72	COG0338	DNA adenine methylase
EBNMPBKG_00106	CDS	726	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
EBNMPBKG_00107	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
EBNMPBKG_00108	CDS	1545	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
EBNMPBKG_00109	CDS	363				hypothetical protein
EBNMPBKG_00110	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
EBNMPBKG_00111	CDS	1545				hsdM: type I restriction-modification system, M subunit
EBNMPBKG_00112	CDS	705				hypothetical protein
EBNMPBKG_00113	CDS	543				hypothetical protein
EBNMPBKG_00114	CDS	1200				hypothetical protein
EBNMPBKG_00115	CDS	942				hypothetical protein
EBNMPBKG_00116	CDS	3084	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
EBNMPBKG_00117	CDS	630	rclC		COG3059	Inner membrane protein RclC
EBNMPBKG_00118	CDS	93				hypothetical protein
EBNMPBKG_00119	CDS	1797	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
EBNMPBKG_00120	CDS	588				hypothetical protein
EBNMPBKG_00121	rRNA	110				5S ribosomal RNA
EBNMPBKG_00122	rRNA	3110				23S ribosomal RNA
EBNMPBKG_00123	tRNA	76				tRNA-Glu(ttc)
EBNMPBKG_00124	rRNA	1536				16S ribosomal RNA
EBNMPBKG_00125	CDS	906	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
EBNMPBKG_00126	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EBNMPBKG_00127	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
EBNMPBKG_00128	CDS	891				rarD: protein RarD
EBNMPBKG_00129	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
EBNMPBKG_00130	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
EBNMPBKG_00131	CDS	1311	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
EBNMPBKG_00132	CDS	468			COG2731	putative protein
EBNMPBKG_00133	CDS	519				hypothetical protein
EBNMPBKG_00134	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EBNMPBKG_00135	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
EBNMPBKG_00136	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
EBNMPBKG_00137	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
EBNMPBKG_00138	CDS	153				hypothetical protein
EBNMPBKG_00139	CDS	297				hypothetical protein
EBNMPBKG_00140	CDS	246				hypothetical protein
EBNMPBKG_00141	CDS	351	yfgD		COG1393	putative protein YfgD
EBNMPBKG_00142	CDS	1050				spore_ytvI: sporulation integral membrane protein YtvI
EBNMPBKG_00143	CDS	975	secF		COG0341	Protein translocase subunit SecF
EBNMPBKG_00144	CDS	1851	secD		COG0342	Protein translocase subunit SecD
EBNMPBKG_00145	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
EBNMPBKG_00146	CDS	222				hypothetical protein
EBNMPBKG_00147	CDS	519				hypothetical protein
EBNMPBKG_00148	CDS	501				hypothetical protein
EBNMPBKG_00149	CDS	3192				hypothetical protein
EBNMPBKG_00150	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
EBNMPBKG_00151	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EBNMPBKG_00152	CDS	447				putative protein
EBNMPBKG_00153	CDS	4191	hap	3.4.21.-		Adhesion and penetration protein autotransporter
EBNMPBKG_00154	CDS	2832	uvrA		COG0178	UvrABC system protein A
EBNMPBKG_00155	CDS	507	ssb			Single-stranded DNA-binding protein
EBNMPBKG_00156	CDS	795				hypothetical protein
EBNMPBKG_00157	CDS	444	tolR_1			Tol-Pal system protein TolR
EBNMPBKG_00158	CDS	453	tolQ_1			Tol-Pal system protein TolQ
EBNMPBKG_00159	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
EBNMPBKG_00160	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EBNMPBKG_00161	CDS	630			COG3317	Outer membrane protein assembly factor BamC 
EBNMPBKG_00162	CDS	324	yfiA		COG1544	Ribosome-associated factor Y
EBNMPBKG_00163	tRNA	90				tRNA-Ser(gga)
EBNMPBKG_00164	CDS	975				hypothetical protein
EBNMPBKG_00165	CDS	588		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EBNMPBKG_00166	CDS	726	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
EBNMPBKG_00167	CDS	1044				heptsyl_trn_I: lipopolysaccharide heptosyltransferase I
EBNMPBKG_00168	CDS	2127	hxuC		COG1629	Heme/hemopexin utilization protein C
EBNMPBKG_00169	CDS	1698	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
EBNMPBKG_00170	CDS	2808	hxuA			Heme/hemopexin-binding protein
EBNMPBKG_00171	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EBNMPBKG_00172	CDS	600	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
EBNMPBKG_00173	CDS	1704	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
EBNMPBKG_00174	CDS	1026	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EBNMPBKG_00175	CDS	312				hypothetical protein
EBNMPBKG_00176	CDS	846	rpoH		COG0568	RNA polymerase sigma factor RpoH
EBNMPBKG_00177	CDS	270	dusC_1	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
EBNMPBKG_00178	CDS	663	dusC_2	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
EBNMPBKG_00179	CDS	867	djlA		COG1076	Co-chaperone protein DjlA
EBNMPBKG_00180	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EBNMPBKG_00181	CDS	717	rph	2.7.7.56		Ribonuclease PH
EBNMPBKG_00182	tRNA	76				tRNA-Ala(ggc)
EBNMPBKG_00183	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
EBNMPBKG_00184	tRNA	76				tRNA-Val(tac)
EBNMPBKG_00185	tRNA	76				tRNA-Val(tac)
EBNMPBKG_00186	tRNA	76				tRNA-Val(tac)
EBNMPBKG_00187	tRNA	76				tRNA-Val(tac)
EBNMPBKG_00188	CDS	1656				hypothetical protein
EBNMPBKG_00189	CDS	810				hypothetical protein
EBNMPBKG_00190	CDS	486				hypothetical protein
EBNMPBKG_00191	CDS	663				hypothetical protein
EBNMPBKG_00192	CDS	759	udp	2.4.2.3	COG2820	Uridine phosphorylase
EBNMPBKG_00193	CDS	1317	yhjE_1			Inner membrane metabolite transport protein YhjE
EBNMPBKG_00194	CDS	744	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EBNMPBKG_00195	CDS	1707	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EBNMPBKG_00196	CDS	1272	menF_1	5.4.4.2	COG1169	Isochorismate synthase MenF
EBNMPBKG_00197	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
EBNMPBKG_00198	CDS	1257	mtr_1			Tryptophan-specific transport protein
EBNMPBKG_00199	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
EBNMPBKG_00200	CDS	1239	sdaC		COG0814	Serine transporter
EBNMPBKG_00201	CDS	2169	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
EBNMPBKG_00202	CDS	207			COG2608	putative protein
EBNMPBKG_00203	CDS	207			COG2608	putative protein
EBNMPBKG_00204	CDS	387	hmrR			HTH-type transcriptional regulator HmrR
EBNMPBKG_00205	CDS	318	metJ		COG3060	Met repressor
EBNMPBKG_00206	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EBNMPBKG_00207	CDS	693				hypothetical protein
EBNMPBKG_00208	CDS	1221	gspF		COG1459	Putative type II secretion system protein F
EBNMPBKG_00209	CDS	1398				type_IV_pilB: type IV-A pilus assembly ATPase PilB
EBNMPBKG_00210	CDS	450				hypothetical protein
EBNMPBKG_00211	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
EBNMPBKG_00212	CDS	900	corC		COG4535	Magnesium and cobalt efflux protein CorC
EBNMPBKG_00213	CDS	1530	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
EBNMPBKG_00214	CDS	738	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EBNMPBKG_00215	CDS	561				hypothetical protein
EBNMPBKG_00216	CDS	420	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
EBNMPBKG_00217	CDS	909	rdgC		COG2974	Recombination-associated protein RdgC
EBNMPBKG_00218	CDS	816	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
EBNMPBKG_00219	CDS	1167	hcaT			putative 3-phenylpropionic acid transporter
EBNMPBKG_00220	CDS	894	xerD		COG4974	Tyrosine recombinase XerD
EBNMPBKG_00221	CDS	288				hypothetical protein
EBNMPBKG_00222	CDS	1008	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EBNMPBKG_00223	CDS	615	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EBNMPBKG_00224	CDS	573	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EBNMPBKG_00225	CDS	741			COG0217	putative transcriptional regulatory protein
EBNMPBKG_00226	CDS	474	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
EBNMPBKG_00227	CDS	1767	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
EBNMPBKG_00228	CDS	519				hypothetical protein
EBNMPBKG_00229	CDS	726	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
EBNMPBKG_00230	CDS	237	vapB1		COG4456	Antitoxin VapB1
EBNMPBKG_00231	CDS	405	vapC1	3.1.-.-		Ribonuclease VapC1
EBNMPBKG_00232	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
EBNMPBKG_00233	CDS	690	rnt	3.1.13.-	COG0847	Ribonuclease T
EBNMPBKG_00234	CDS	1353				hypothetical protein
EBNMPBKG_00235	CDS	588				hypothetical protein
EBNMPBKG_00236	tRNA	90				tRNA-Ser(tga)
EBNMPBKG_00237	CDS	567	efp		COG0231	Elongation factor P
EBNMPBKG_00238	CDS	1017	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
EBNMPBKG_00239	CDS	1296	oapA		COG3061	Opacity-associated protein OapA
EBNMPBKG_00240	CDS	405				hypothetical protein
EBNMPBKG_00241	CDS	711	recO		COG1381	DNA repair protein RecO
EBNMPBKG_00242	CDS	1317	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
EBNMPBKG_00243	CDS	2232	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
EBNMPBKG_00244	CDS	357	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
EBNMPBKG_00245	CDS	594	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EBNMPBKG_00246	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
EBNMPBKG_00247	CDS	1047	tqsA		COG0628	AI-2 transport protein TqsA
EBNMPBKG_00248	CDS	2193	priA	3.6.4.-	COG1198	Primosomal protein N'
EBNMPBKG_00249	CDS	741	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
EBNMPBKG_00250	CDS	345			COG3171	putative protein
EBNMPBKG_00251	CDS	531	napF_1		COG1145	Ferredoxin-type protein NapF
EBNMPBKG_00252	CDS	282	napD		COG3062	Chaperone NapD
EBNMPBKG_00253	CDS	2484	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
EBNMPBKG_00254	CDS	834	napF_2			Ferredoxin-type protein NapF
EBNMPBKG_00255	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
EBNMPBKG_00256	CDS	444	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
EBNMPBKG_00257	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
EBNMPBKG_00258	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
EBNMPBKG_00259	CDS	1278	ampG		COG0477	Anhydromuropeptide permease
EBNMPBKG_00260	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
EBNMPBKG_00261	CDS	1017				hypothetical protein
EBNMPBKG_00262	CDS	723	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
EBNMPBKG_00263	CDS	738	ribX			Riboflavin transport system permease protein RibX
EBNMPBKG_00264	CDS	945			COG0715	Putative thiamine biosynthesis protein
EBNMPBKG_00265	CDS	648	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
EBNMPBKG_00266	CDS	816	mntB_1			Manganese transport system membrane protein MntB
EBNMPBKG_00267	CDS	849	mntB_2			Manganese transport system membrane protein MntB
EBNMPBKG_00268	CDS	921	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EBNMPBKG_00269	CDS	882			COG0803	putative periplasmic iron-binding protein
EBNMPBKG_00270	CDS	879				hypothetical protein
EBNMPBKG_00271	CDS	1152	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EBNMPBKG_00272	CDS	540				type_IV_pilW: type IV pilus biogenesis/stability protein PilW
EBNMPBKG_00273	CDS	912	rodZ		COG1426	Cytoskeleton protein RodZ
EBNMPBKG_00274	CDS	1107	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
EBNMPBKG_00275	CDS	1272	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
EBNMPBKG_00276	CDS	615				hypothetical protein
EBNMPBKG_00277	CDS	195	iscX		COG2975	Protein IscX
EBNMPBKG_00278	CDS	342	fdx		COG0633	2Fe-2S ferredoxin
EBNMPBKG_00279	CDS	1860	hscA		COG0443	Chaperone protein HscA
EBNMPBKG_00280	CDS	687				hypothetical protein
EBNMPBKG_00281	CDS	525	hscB		COG1076	Co-chaperone protein HscB 
EBNMPBKG_00282	CDS	324	iscA		COG0316	Iron-binding protein IscA
EBNMPBKG_00283	CDS	381	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EBNMPBKG_00284	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
EBNMPBKG_00285	CDS	453	iscR		COG1959	HTH-type transcriptional regulator IscR
EBNMPBKG_00286	CDS	726		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
EBNMPBKG_00287	tRNA	76				tRNA-Lys(ctt)
EBNMPBKG_00288	tRNA	76				tRNA-Lys(ttt)
EBNMPBKG_00289	CDS	462	pal		COG2885	Peptidoglycan-associated lipoprotein
EBNMPBKG_00290	CDS	1284	tolB		COG0823	Tol-Pal system protein TolB
EBNMPBKG_00291	CDS	1221				tolA_full: protein TolA
EBNMPBKG_00292	CDS	420	tolR_2		COG0848	Tol-Pal system protein TolR
EBNMPBKG_00293	CDS	687	tolQ_2		COG0811	Tol-Pal system protein TolQ
EBNMPBKG_00294	CDS	411	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
EBNMPBKG_00295	CDS	1923	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
EBNMPBKG_00296	CDS	711	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
EBNMPBKG_00297	CDS	552	slp		COG3065	Outer membrane protein Slp
EBNMPBKG_00298	CDS	1689	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EBNMPBKG_00299	CDS	1149	rnd	3.1.13.5	COG0349	Ribonuclease D
EBNMPBKG_00300	CDS	1905				hypothetical protein
EBNMPBKG_00301	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
EBNMPBKG_00302	CDS	585	pth	3.1.1.29		Peptidyl-tRNA hydrolase
EBNMPBKG_00303	CDS	309				hypothetical protein
EBNMPBKG_00304	CDS	1215		1.14.11.-	COG2850	putative ribosomal oxygenase
EBNMPBKG_00305	CDS	1320	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EBNMPBKG_00306	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
EBNMPBKG_00307	CDS	825	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EBNMPBKG_00308	CDS	288				hypothetical protein
EBNMPBKG_00309	CDS	1356	ompP1		COG2067	Outer membrane protein P1
EBNMPBKG_00310	CDS	540	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
EBNMPBKG_00311	CDS	672	mutH		COG3066	DNA mismatch repair protein MutH
EBNMPBKG_00312	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EBNMPBKG_00313	CDS	867	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
EBNMPBKG_00314	CDS	948	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EBNMPBKG_00315	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
EBNMPBKG_00316	CDS	807	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
EBNMPBKG_00317	CDS	1398				hypothetical protein
EBNMPBKG_00318	CDS	957	tyrR		COG3283	Transcriptional regulatory protein TyrR
EBNMPBKG_00319	CDS	276	hfq		COG1923	RNA-binding protein Hfq
EBNMPBKG_00320	CDS	969	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
