locus_tag	ftype	length_bp	gene	EC_number	COG	product
IIBCLGFB_00029	CDS	279				hypothetical protein
IIBCLGFB_00030	CDS	1182	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
IIBCLGFB_00031	CDS	864	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
IIBCLGFB_00032	CDS	1116	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
IIBCLGFB_00033	CDS	1956	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IIBCLGFB_00034	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
IIBCLGFB_00035	CDS	309	rsfS		COG0799	Ribosomal silencing factor RsfS
IIBCLGFB_00036	CDS	1656	aspT			Aspartate/alanine antiporter
IIBCLGFB_00037	CDS	1779	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
IIBCLGFB_00038	CDS	1056	mreB		COG1077	Cell shape-determining protein MreB
IIBCLGFB_00039	CDS	1056	mreC		COG1792	Cell shape-determining protein MreC
IIBCLGFB_00040	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
IIBCLGFB_00041	CDS	777				hyp_HI0040: family protein
IIBCLGFB_00042	CDS	804	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
IIBCLGFB_00043	CDS	675	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
IIBCLGFB_00044	CDS	1065				hypothetical protein
IIBCLGFB_00045	CDS	663	yccA		COG0670	Modulator of FtsH protease YccA
IIBCLGFB_00046	tRNA	90				tRNA-Ser(tga)
IIBCLGFB_00047	CDS	555	ytfJ		COG3054	putative protein YtfJ
IIBCLGFB_00048	CDS	327				phnA: putative alkylphosphonate utilization operon protein PhnA
IIBCLGFB_00049	CDS	639	eda		COG0800	Putative KHG/KDPG aldolase
IIBCLGFB_00050	CDS	1404	uxaC	5.3.1.12	COG1904	Uronate isomerase
IIBCLGFB_00051	CDS	846		1.-.-.-	COG1028	putative oxidoreductase
IIBCLGFB_00052	CDS	399	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
IIBCLGFB_00053	CDS	579	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
IIBCLGFB_00054	CDS	1272	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IIBCLGFB_00055	CDS	471	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
IIBCLGFB_00056	CDS	987			COG1638	putative protein
IIBCLGFB_00057	CDS	1029	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
IIBCLGFB_00058	CDS	750	lutR		COG2186	HTH-type transcriptional regulator LutR
IIBCLGFB_00059	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
IIBCLGFB_00060	CDS	714				hypothetical protein
IIBCLGFB_00061	CDS	1830	uvrC		COG0322	UvrABC system protein C
IIBCLGFB_00062	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
IIBCLGFB_00063	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
IIBCLGFB_00064	CDS	1764	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
IIBCLGFB_00065	CDS	2367				ComEC_Rec2: DNA internalization-related competence protein ComEC/Rec2
IIBCLGFB_00066	CDS	438	dksA		COG1734	RNA polymerase-binding transcription factor DksA
IIBCLGFB_00067	CDS	1359	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
IIBCLGFB_00068	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
IIBCLGFB_00069	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IIBCLGFB_00070	CDS	1299				spore_cwlD: N-acetylmuramoyl-L-alanine amidase CwlD
IIBCLGFB_00071	CDS	1890	mutL		COG0323	DNA mismatch repair protein MutL
IIBCLGFB_00072	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IIBCLGFB_00073	CDS	2946	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
IIBCLGFB_00074	CDS	1677	recN		COG0497	DNA repair protein RecN
IIBCLGFB_00075	CDS	891	nadK	2.7.1.23	COG0061	NAD kinase
IIBCLGFB_00076	CDS	597	grpE		COG0576	Protein GrpE
IIBCLGFB_00077	CDS	345			COG1708	putative protein
IIBCLGFB_00078	CDS	441				putative protein
IIBCLGFB_00079	CDS	2124	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
IIBCLGFB_00080	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
IIBCLGFB_00081	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
IIBCLGFB_00082	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
IIBCLGFB_00083	CDS	432				hypothetical protein
IIBCLGFB_00084	CDS	789	yjjV_1	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
IIBCLGFB_00085	CDS	258				hypothetical protein
IIBCLGFB_00086	CDS	276				hypothetical protein
IIBCLGFB_00087	CDS	324	trxA			Thioredoxin 1
IIBCLGFB_00088	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
IIBCLGFB_00089	CDS	1110	metI_1	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
IIBCLGFB_00090	tRNA	76				tRNA-Gly(gcc)
IIBCLGFB_00091	tRNA	74				tRNA-Cys(gca)
IIBCLGFB_00092	tRNA	87				tRNA-Leu(taa)
IIBCLGFB_00093	CDS	837				eps_fam: capsular exopolysaccharide family protein
IIBCLGFB_00094	CDS	1356	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
IIBCLGFB_00095	CDS	1701				ICE_PFGI_1_parB: integrating conjugative element, PFGI_1 class, ParB family protein
IIBCLGFB_00096	CDS	552				hypothetical protein
IIBCLGFB_00097	CDS	1224				hypothetical protein
IIBCLGFB_00098	CDS	264				hypothetical protein
IIBCLGFB_00099	CDS	756				ICE_PFL4669: integrating conjugative element protein
IIBCLGFB_00100	CDS	474				hypothetical protein
IIBCLGFB_00101	CDS	423	ssb_1		COG0629	Single-stranded DNA-binding protein
IIBCLGFB_00102	CDS	519				hypothetical protein
IIBCLGFB_00103	CDS	558				hypothetical protein
IIBCLGFB_00104	CDS	2046	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
IIBCLGFB_00105	CDS	429				hypothetical protein
IIBCLGFB_00106	CDS	642				hypothetical protein
IIBCLGFB_00107	CDS	408				hypothetical protein
IIBCLGFB_00108	CDS	471				radc: DNA repair protein RadC
IIBCLGFB_00109	CDS	597				hypothetical protein
IIBCLGFB_00110	CDS	732				TraX_Ftype: type-F conjugative transfer system pilin acetylase TraX
IIBCLGFB_00111	CDS	630				conj_PilL: integrating conjugative element protein PilL, PFGI-1 class
IIBCLGFB_00112	CDS	741				conj_TIGR03759: integrating conjugative element protein
IIBCLGFB_00113	CDS	759				hypothetical protein
IIBCLGFB_00114	CDS	507				ICE_PFL_4695: integrating conjugative element protein
IIBCLGFB_00115	CDS	2250				conj_TOL_TraD: conjugative coupling factor TraD, PFGI-1 class
IIBCLGFB_00116	CDS	336				hypothetical protein
IIBCLGFB_00117	CDS	687				conj_TIGR03747: integrating conjugative element membrane protein
IIBCLGFB_00118	CDS	321				ICE_RAQPRD: integrative conjugative element protein, RAQPRD family
IIBCLGFB_00119	CDS	246				hypothetical protein
IIBCLGFB_00120	CDS	402				hypothetical protein
IIBCLGFB_00121	CDS	372				conj_TIGR03750: conjugative transfer region protein
IIBCLGFB_00122	CDS	645				conj_TIGR03746: integrating conjugative element protein
IIBCLGFB_00123	CDS	870				conj_TIGR03749: integrating conjugative element protein
IIBCLGFB_00124	CDS	1401				conj_TIGR03752: integrating conjugative element protein
IIBCLGFB_00125	CDS	408				conj_TIGR03751: conjugative transfer region lipoprotein
IIBCLGFB_00126	CDS	2871				traC_PFL_4706: conjugative transfer ATPase
IIBCLGFB_00127	CDS	444				hypothetical protein
IIBCLGFB_00128	CDS	324				hypothetical protein
IIBCLGFB_00129	CDS	1494				hypothetical protein
IIBCLGFB_00130	CDS	330				hypothetical protein
IIBCLGFB_00131	CDS	3135				Tn3 family transposase Tn2
IIBCLGFB_00132	CDS	558	tnpR_1			Transposon Tn3 resolvase
IIBCLGFB_00133	CDS	861	bla	3.5.2.6		Beta-lactamase TEM
IIBCLGFB_00134	CDS	180				hypothetical protein
IIBCLGFB_00135	CDS	408				hypothetical protein
IIBCLGFB_00136	CDS	2001				conj_TIGR03755: integrating conjugative element protein
IIBCLGFB_00137	CDS	942				conj_TIGR03756: integrating conjugative element protein
IIBCLGFB_00138	CDS	438				conj_TIGR03757: integrating conjugative element protein
IIBCLGFB_00139	CDS	357				hypothetical protein
IIBCLGFB_00140	CDS	234				hypothetical protein
IIBCLGFB_00141	CDS	249				hypothetical protein
IIBCLGFB_00142	CDS	159				hypothetical protein
IIBCLGFB_00143	CDS	954	traC	2.7.7.-		DNA primase TraC
IIBCLGFB_00144	CDS	762				hypothetical protein
IIBCLGFB_00145	CDS	567				hypothetical protein
IIBCLGFB_00146	CDS	375				hypothetical protein
IIBCLGFB_00147	CDS	678				hypothetical protein
IIBCLGFB_00148	CDS	618				hypothetical protein
IIBCLGFB_00149	CDS	198				hypothetical protein
IIBCLGFB_00150	CDS	600	tnpR_2		COG1961	Transposon gamma-delta resolvase
IIBCLGFB_00151	CDS	192				hypothetical protein
IIBCLGFB_00152	CDS	288				hypothetical protein
IIBCLGFB_00153	CDS	123				hypothetical protein
IIBCLGFB_00154	CDS	237				hypothetical protein
IIBCLGFB_00155	CDS	288				hypothetical protein
IIBCLGFB_00156	CDS	279				hypothetical protein
IIBCLGFB_00157	CDS	714				hypothetical protein
IIBCLGFB_00158	CDS	1254				hypothetical protein
IIBCLGFB_00159	CDS	1917				ICE_TraI_Pfluor: integrating conjugative element relaxase, PFGI-1 class
IIBCLGFB_00160	CDS	486	xerC_1			Tyrosine recombinase XerC
IIBCLGFB_00161	tRNA	76				tRNA-Lys(ttt)
IIBCLGFB_00162	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
IIBCLGFB_00163	CDS	945	thrB	2.7.1.39		Homoserine kinase
IIBCLGFB_00164	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
IIBCLGFB_00165	CDS	714			COG0325	Pyridoxal phosphate homeostasis protein
IIBCLGFB_00166	CDS	1137	garK	2.7.1.165	COG1929	Glycerate 2-kinase
IIBCLGFB_00167	CDS	1260	gntP		COG2610	High-affinity gluconate transporter
IIBCLGFB_00168	CDS	1107	cdaR		COG3835	Carbohydrate diacid regulator
IIBCLGFB_00169	CDS	321				hypothetical protein
IIBCLGFB_00170	CDS	756	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IIBCLGFB_00171	CDS	243				hypothetical protein
IIBCLGFB_00172	CDS	999	fbpA		COG1840	Iron-utilization periplasmic protein
IIBCLGFB_00173	CDS	1521				PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein
IIBCLGFB_00174	CDS	1071	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
IIBCLGFB_00175	CDS	681				hypothetical protein
IIBCLGFB_00176	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
IIBCLGFB_00177	CDS	345			COG1393	putative protein
IIBCLGFB_00178	CDS	1881	htpG		COG0326	Chaperone protein HtpG
IIBCLGFB_00179	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
IIBCLGFB_00180	CDS	2373				hsdM: type I restriction-modification system, M subunit
IIBCLGFB_00181	CDS	1464				hypothetical protein
IIBCLGFB_00182	CDS	1251				hypothetical protein
IIBCLGFB_00183	CDS	3027				hsdR: type I site-specific deoxyribonuclease, HsdR family
IIBCLGFB_00184	CDS	1380	ffh		COG0541	Signal recognition particle protein
IIBCLGFB_00185	CDS	1263				hypothetical protein
IIBCLGFB_00186	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
IIBCLGFB_00187	CDS	480				hypothetical protein
IIBCLGFB_00188	CDS	342				hypothetical protein
IIBCLGFB_00189	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
IIBCLGFB_00190	CDS	630	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
IIBCLGFB_00191	CDS	2238	tdhA		COG1629	TonB-dependent heme receptor A
IIBCLGFB_00192	rRNA	109				5S ribosomal RNA
IIBCLGFB_00193	rRNA	3112				23S ribosomal RNA
IIBCLGFB_00194	tRNA	76				tRNA-Glu(ttc)
IIBCLGFB_00195	rRNA	1536				16S ribosomal RNA
IIBCLGFB_00196	tRNA	77				tRNA-Pro(tgg)
IIBCLGFB_00197	tRNA	76				tRNA-His(gtg)
IIBCLGFB_00198	tRNA	77				tRNA-Arg(ccg)
IIBCLGFB_00199	CDS	2136	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
IIBCLGFB_00200	tRNA	77				tRNA-Met(cat)
IIBCLGFB_00201	CDS	1110	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
IIBCLGFB_00202	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
IIBCLGFB_00203	CDS	1002	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
IIBCLGFB_00204	CDS	507				hypothetical protein
IIBCLGFB_00205	CDS	1359	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
IIBCLGFB_00206	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
IIBCLGFB_00207	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IIBCLGFB_00208	CDS	513	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
IIBCLGFB_00209	tRNA	76				tRNA-Gly(gcc)
IIBCLGFB_00210	tRNA	87				tRNA-Leu(taa)
IIBCLGFB_00211	tRNA	76				tRNA-Lys(ttt)
IIBCLGFB_00212	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
IIBCLGFB_00213	CDS	1317	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
IIBCLGFB_00214	CDS	642	udk	2.7.1.48		Uridine kinase
IIBCLGFB_00215	CDS	588	dcd	3.5.4.13	COG0717	dCTP deaminase
IIBCLGFB_00216	CDS	1176				hypothetical protein
IIBCLGFB_00217	CDS	1209	sotB		COG2814	Sugar efflux transporter
IIBCLGFB_00218	CDS	1515	der		COG1160	GTPase Der
IIBCLGFB_00219	tRNA	77				tRNA-Asp(gtc)
IIBCLGFB_00220	tRNA	77				tRNA-Asp(gtc)
IIBCLGFB_00221	CDS	768	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
IIBCLGFB_00222	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
IIBCLGFB_00223	CDS	1098				hypothetical protein
IIBCLGFB_00224	CDS	1146	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IIBCLGFB_00225	CDS	813	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IIBCLGFB_00226	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
IIBCLGFB_00227	CDS	867	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
IIBCLGFB_00228	CDS	903	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
IIBCLGFB_00229	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
IIBCLGFB_00230	CDS	990	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
IIBCLGFB_00231	CDS	1851	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
IIBCLGFB_00232	CDS	1140	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
IIBCLGFB_00233	CDS	291				hypothetical protein
IIBCLGFB_00234	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
IIBCLGFB_00235	CDS	1221	hflK		COG0330	Modulator of FtsH protease HflK
IIBCLGFB_00236	CDS	708				hypothetical protein
IIBCLGFB_00237	CDS	1332	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
IIBCLGFB_00238	CDS	231	acpP		COG0236	Acyl carrier protein
IIBCLGFB_00239	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IIBCLGFB_00240	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
IIBCLGFB_00241	CDS	951	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
IIBCLGFB_00242	CDS	171	rpmF		COG0333	50S ribosomal protein L32
IIBCLGFB_00243	CDS	525	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
IIBCLGFB_00244	CDS	873	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
IIBCLGFB_00245	CDS	1371	gor	1.8.1.7	COG1249	Glutathione reductase
IIBCLGFB_00246	CDS	600				hypothetical protein
IIBCLGFB_00247	CDS	198	bolA		COG0271	DNA-binding transcriptional regulator BolA
IIBCLGFB_00248	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
IIBCLGFB_00249	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
IIBCLGFB_00250	CDS	735	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
IIBCLGFB_00251	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
IIBCLGFB_00252	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
IIBCLGFB_00253	CDS	1236	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
IIBCLGFB_00254	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
IIBCLGFB_00255	CDS	261				hypothetical protein
IIBCLGFB_00256	CDS	1152	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
IIBCLGFB_00257	CDS	735	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
IIBCLGFB_00258	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IIBCLGFB_00259	CDS	789	bamD		COG4105	Outer membrane protein assembly factor BamD
IIBCLGFB_00260	CDS	483	pe			Surface-adhesin protein E
IIBCLGFB_00261	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
IIBCLGFB_00262	CDS	2313	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
IIBCLGFB_00263	CDS	855	focA		COG2116	putative formate transporter 1
IIBCLGFB_00264	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
IIBCLGFB_00265	CDS	1440	alsT_1		COG1115	Amino-acid carrier protein AlsT
IIBCLGFB_00266	CDS	828		3.1.2.12	COG0627	S-formylglutathione hydrolase
IIBCLGFB_00267	CDS	759	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
IIBCLGFB_00268	CDS	327	frmA_2	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
IIBCLGFB_00269	CDS	408			COG0789	putative HTH-type transcriptional regulator
IIBCLGFB_00270	CDS	228	tatA		COG1826	Sec-independent protein translocase protein TatA
IIBCLGFB_00271	CDS	561	tatB			Sec-independent protein translocase protein TatB
IIBCLGFB_00272	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
IIBCLGFB_00273	CDS	1350	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
IIBCLGFB_00274	CDS	441	fur		COG0735	Ferric uptake regulation protein
IIBCLGFB_00275	CDS	525	fldA		COG0716	Flavodoxin 1
IIBCLGFB_00276	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
IIBCLGFB_00277	CDS	606	seqA		COG3057	Negative modulator of initiation of replication
IIBCLGFB_00278	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
IIBCLGFB_00279	CDS	3324			COG3264	putative MscS family protein.1
IIBCLGFB_00280	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
IIBCLGFB_00281	CDS	861	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
IIBCLGFB_00282	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
IIBCLGFB_00283	CDS	957	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
IIBCLGFB_00284	CDS	972	selD	2.7.9.3	COG0709	Selenide, water dikinase
IIBCLGFB_00285	CDS	351	rplS		COG0335	50S ribosomal protein L19
IIBCLGFB_00286	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
IIBCLGFB_00287	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
IIBCLGFB_00288	CDS	249	rpsP		COG0228	30S ribosomal protein S16
IIBCLGFB_00289	CDS	774				putative protein
IIBCLGFB_00290	CDS	1812		3.1.3.5	COG0737	NAD 5'-nucleotidase
IIBCLGFB_00291	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
IIBCLGFB_00292	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
IIBCLGFB_00293	CDS	861	dam	2.1.1.72	COG0338	DNA adenine methylase
IIBCLGFB_00294	CDS	726	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
IIBCLGFB_00295	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
IIBCLGFB_00296	CDS	1545	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
IIBCLGFB_00297	CDS	363				hypothetical protein
IIBCLGFB_00298	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
IIBCLGFB_00299	CDS	1545				hsdM: type I restriction-modification system, M subunit
IIBCLGFB_00300	CDS	1173				hypothetical protein
IIBCLGFB_00301	CDS	1155				hypothetical protein
IIBCLGFB_00302	CDS	999				hypothetical protein
IIBCLGFB_00303	CDS	3084	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
IIBCLGFB_00304	CDS	630	rclC		COG3059	Inner membrane protein RclC
IIBCLGFB_00305	CDS	1797	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
IIBCLGFB_00306	CDS	588				hypothetical protein
IIBCLGFB_00307	rRNA	110				5S ribosomal RNA
IIBCLGFB_00308	rRNA	3112				23S ribosomal RNA
IIBCLGFB_00309	tRNA	76				tRNA-Glu(ttc)
IIBCLGFB_00310	rRNA	1536				16S ribosomal RNA
IIBCLGFB_00311	CDS	906	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
IIBCLGFB_00312	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
IIBCLGFB_00313	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
IIBCLGFB_00314	CDS	891				rarD: protein RarD
IIBCLGFB_00315	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
IIBCLGFB_00316	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
IIBCLGFB_00317	CDS	1311	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
IIBCLGFB_00318	CDS	468			COG2731	putative protein
IIBCLGFB_00319	CDS	447				hypothetical protein
IIBCLGFB_00320	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
IIBCLGFB_00321	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
IIBCLGFB_00322	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
IIBCLGFB_00323	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
IIBCLGFB_00324	CDS	153				hypothetical protein
IIBCLGFB_00325	CDS	297				hypothetical protein
IIBCLGFB_00326	CDS	210				hypothetical protein
IIBCLGFB_00327	CDS	351	yfgD		COG1393	putative protein YfgD
IIBCLGFB_00328	CDS	1050				spore_ytvI: sporulation integral membrane protein YtvI
IIBCLGFB_00329	CDS	975	secF		COG0341	Protein translocase subunit SecF
