qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
IIBCLGFB_00113	1	252	252	ICEberg~~~ICE_60~~~CAF29041.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	252	252	6.78e-190	252	100	0	0	ICEberg~~~ICE_60~~~CAF29041.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507290|emb|CAF29041.1| putative exported protein precursor [Haemophilus influenzae]
IIBCLGFB_00114	1	168	168	ICEberg~~~ICE_60~~~CAF29042.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	168	168	4.13e-120	168	100	0	0	ICEberg~~~ICE_60~~~CAF29042.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507291|emb|CAF29042.1| putative exported protein precursor [Haemophilus influenzae]
IIBCLGFB_00115	1	749	749	ICEberg~~~ICE_960~~~ANC65557.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	749	749	0.0	749	99.9	0	0	ICEberg~~~ICE_960~~~ANC65557.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443447|ref|ANC65557.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00116	1	111	111	ICEberg~~~ICE_960~~~ANC65558.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	111	111	1.57e-83	111	100	0	0	ICEberg~~~ICE_960~~~ANC65558.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443448|ref|ANC65558.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00117	1	228	228	ICEberg~~~ICE_60~~~CAF29045.1~~~Putative_membrane_protein_Haemophilus_influenzae	1	228	228	1.72e-162	228	99.6	0	0	ICEberg~~~ICE_60~~~CAF29045.1~~~Putative_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507294|emb|CAF29045.1| Putative membrane protein [Haemophilus influenzae]
IIBCLGFB_00118	1	106	106	ICEberg~~~ICE_960~~~ANC65560.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	106	106	4.63e-67	106	99.1	0	0	ICEberg~~~ICE_960~~~ANC65560.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443450|ref|ANC65560.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00119	1	81	81	ICEberg~~~ICE_960~~~ANC65561.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	81	81	2.29e-51	81	95.1	0	0	ICEberg~~~ICE_960~~~ANC65561.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443451|ref|ANC65561.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00120	1	133	133	ICEberg~~~ICE_60~~~CAF29047.1~~~putative_membrane_protein_Haemophilus_influenzae	1	133	133	1.83e-88	133	99.2	0	0	ICEberg~~~ICE_60~~~CAF29047.1~~~putative_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507296|emb|CAF29047.1| putative membrane protein [Haemophilus influenzae]
IIBCLGFB_00121	1	123	123	ICEberg~~~ICE_960~~~ANC65563.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	123	123	5.43e-83	123	100	0	0	ICEberg~~~ICE_960~~~ANC65563.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443453|ref|ANC65563.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00122	1	214	214	ICEberg~~~ICE_960~~~ANC65564.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	214	214	1.61e-160	214	98.6	0	0	ICEberg~~~ICE_960~~~ANC65564.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443454|ref|ANC65564.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00123	1	289	289	ICEberg~~~ICE_960~~~ANC65565.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	289	289	2.02e-205	289	99.3	0	0	ICEberg~~~ICE_960~~~ANC65565.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443455|ref|ANC65565.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00124	1	466	466	ICEberg~~~ICE_60~~~CAF29051.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	466	466	0.0	466	97.0	0	0	ICEberg~~~ICE_60~~~CAF29051.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507300|emb|CAF29051.1| putative exported protein precursor [Haemophilus influenzae]
IIBCLGFB_00125	1	135	135	ICEberg~~~ICE_60~~~CAF29052.1~~~putative_lipoprotein_precursor_Haemophilus_influenzae	1	135	135	2.48e-96	135	99.3	0	0	ICEberg~~~ICE_60~~~CAF29052.1~~~putative_lipoprotein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507301|emb|CAF29052.1| putative lipoprotein precursor [Haemophilus influenzae]
IIBCLGFB_00126	1	956	956	ICEberg~~~ICE_960~~~ANC65568.1~~~F_pilus_assembly_Type-IV_secretion_system_for_plasmid_transfer_Actinobacillus_pleuropneumoniae	1	956	956	0.0	956	99.9	0	0	ICEberg~~~ICE_960~~~ANC65568.1~~~F_pilus_assembly_Type-IV_secretion_system_for_plasmid_transfer_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443458|ref|ANC65568.1| F pilus assembly Type-IV secretion system for plasmid transfer [Actinobacillus pleuropneumoniae]
IIBCLGFB_00127	1	147	147	ICEberg~~~ICE_960~~~ANC65569.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	147	147	4.85e-111	147	100	0	0	ICEberg~~~ICE_960~~~ANC65569.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443459|ref|ANC65569.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00128	1	107	107	ICEberg~~~ICE_60~~~CAF29055.1~~~hypothetical_membrane_protein_Haemophilus_influenzae	1	107	107	3.12e-70	107	100	0	0	ICEberg~~~ICE_60~~~CAF29055.1~~~hypothetical_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507304|emb|CAF29055.1| hypothetical membrane protein [Haemophilus influenzae]
IIBCLGFB_00129	1	497	497	ICEberg~~~ICE_60~~~CAF29056.1~~~Putative_membrane_protein_Haemophilus_influenzae	1	497	497	0.0	497	100	0	0	ICEberg~~~ICE_60~~~CAF29056.1~~~Putative_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507305|emb|CAF29056.1| Putative membrane protein [Haemophilus influenzae]
IIBCLGFB_00130	1	109	109	ICEberg~~~ICE_60~~~CAF29057.1~~~hypothetical_membrane_protein_Haemophilus_influenzae	1	109	109	1.41e-76	109	100	0	0	ICEberg~~~ICE_60~~~CAF29057.1~~~hypothetical_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507306|emb|CAF29057.1| hypothetical membrane protein [Haemophilus influenzae]
IIBCLGFB_00132	1	185	185	ICEberg~~~ICE_60~~~CAF29066.1~~~transposon_Tn3_resolvase_Haemophilus_influenzae	1	185	185	8.40e-126	185	100	0	0	ICEberg~~~ICE_60~~~CAF29066.1~~~transposon_Tn3_resolvase_Haemophilus_influenzae  ICEberg|60 gi|51507315|emb|CAF29066.1| transposon Tn3 resolvase [Haemophilus influenzae]
IIBCLGFB_00133	1	286	286	ICEberg~~~ICE_60~~~CAF29065.1~~~beta-lactamase_TEM_precursor_Haemophilus_influenzae	1	286	286	2.89e-208	286	100	0	0	ICEberg~~~ICE_60~~~CAF29065.1~~~beta-lactamase_TEM_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507314|emb|CAF29065.1| beta-lactamase TEM precursor [Haemophilus influenzae]
IIBCLGFB_00134	1	59	59	ICEberg~~~ICE_960~~~ANC65573.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	59	59	6.36e-37	59	89.8	0	0	ICEberg~~~ICE_960~~~ANC65573.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443463|ref|ANC65573.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00135	1	135	135	ICEberg~~~ICE_60~~~CAF29058.1~~~hypothetical_exported_protein_Haemophilus_influenzae	1	135	135	1.68e-94	135	100	0	0	ICEberg~~~ICE_60~~~CAF29058.1~~~hypothetical_exported_protein_Haemophilus_influenzae  ICEberg|60 gi|51507307|emb|CAF29058.1| hypothetical exported protein [Haemophilus influenzae]
IIBCLGFB_00136	1	666	666	ICEberg~~~ICE_60~~~CAF29059.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	666	666	0.0	666	100	0	0	ICEberg~~~ICE_60~~~CAF29059.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507308|emb|CAF29059.1| putative exported protein precursor [Haemophilus influenzae]
IIBCLGFB_00137	1	313	313	ICEberg~~~ICE_960~~~ANC65576.1~~~TraU_protein_Actinobacillus_pleuropneumoniae	1	313	313	2.03e-242	313	99.7	0	0	ICEberg~~~ICE_960~~~ANC65576.1~~~TraU_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443466|ref|ANC65576.1| TraU protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00138	1	145	145	ICEberg~~~ICE_60~~~CAF29061.1~~~conserved_hypothetical_protein_Haemophilus_influenzae	1	145	145	2.41e-101	145	100	0	0	ICEberg~~~ICE_60~~~CAF29061.1~~~conserved_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507310|emb|CAF29061.1| conserved hypothetical protein [Haemophilus influenzae]
IIBCLGFB_00139	1	118	118	ICEberg~~~ICE_60~~~CAF29062.1~~~hypothetical_membrane_protein_Haemophilus_influenzae	3	120	120	4.50e-80	118	100	0	0	ICEberg~~~ICE_60~~~CAF29062.1~~~hypothetical_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507311|emb|CAF29062.1| hypothetical membrane protein [Haemophilus influenzae]
IIBCLGFB_00140	1	77	77	ICEberg~~~ICE_60~~~CAF29063.1~~~conserved_hypothetical_protein_Haemophilus_influenzae	1	77	77	6.22e-54	77	100	0	0	ICEberg~~~ICE_60~~~CAF29063.1~~~conserved_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507312|emb|CAF29063.1| conserved hypothetical protein [Haemophilus influenzae]
IIBCLGFB_00141	1	82	82	ICEberg~~~ICE_960~~~ANC65580.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	82	82	7.60e-55	82	100	0	0	ICEberg~~~ICE_960~~~ANC65580.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443470|ref|ANC65580.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00142	1	52	52	ICEberg~~~ICE_960~~~ANC65581.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	52	52	2.51e-31	52	98.1	0	0	ICEberg~~~ICE_960~~~ANC65581.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443471|ref|ANC65581.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00143	1	317	317	ICEberg~~~ICE_960~~~ANC65582.1~~~DNA_primase_TraC_Actinobacillus_pleuropneumoniae	1	317	317	2.19e-239	317	99.1	0	0	ICEberg~~~ICE_960~~~ANC65582.1~~~DNA_primase_TraC_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443472|ref|ANC65582.1| DNA primase TraC [Actinobacillus pleuropneumoniae]
IIBCLGFB_00144	1	253	253	ICEberg~~~ICE_960~~~ANC65583.1~~~N-6_DNA_methylase_Actinobacillus_pleuropneumoniae	1	253	253	4.56e-184	253	97.2	0	0	ICEberg~~~ICE_960~~~ANC65583.1~~~N-6_DNA_methylase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443473|ref|ANC65583.1| N-6 DNA methylase [Actinobacillus pleuropneumoniae]
IIBCLGFB_00150	1	194	199	ICEberg~~~ICE_960~~~ANC65585.1~~~gamma-delta_resolvase_Actinobacillus_pleuropneumoniae	1	194	196	2.30e-136	194	99.5	0	0	ICEberg~~~ICE_960~~~ANC65585.1~~~gamma-delta_resolvase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443475|ref|ANC65585.1| gamma-delta resolvase [Actinobacillus pleuropneumoniae]
IIBCLGFB_00151	1	63	63	ICEberg~~~ICE_960~~~ANC65586.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	63	63	9.30e-43	63	100	0	0	ICEberg~~~ICE_960~~~ANC65586.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443476|ref|ANC65586.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00156	15	92	92	ICEberg~~~ICE_960~~~ANC65587.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	16	95	95	1.10e-41	80	77.5	2	1	ICEberg~~~ICE_960~~~ANC65587.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443477|ref|ANC65587.1| hypothetical protein [Actinobacillus pleuropneumoniae]
IIBCLGFB_00159	6	638	638	ICEberg~~~ICE_960~~~ANC65591.1~~~Putative_helicase_Actinobacillus_pleuropneumoniae	1	628	628	0.0	634	92.0	7	3	ICEberg~~~ICE_960~~~ANC65591.1~~~Putative_helicase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443481|ref|ANC65591.1| Putative helicase [Actinobacillus pleuropneumoniae]
IIBCLGFB_00180	1	788	790	ICEberg~~~ICE_37~~~ACV96105.1~~~N-6_DNA_methylase_Providencia_alcalifaciens_Ban1	1	798	809	0.0	802	69.8	18	3	ICEberg~~~ICE_37~~~ACV96105.1~~~N-6_DNA_methylase_Providencia_alcalifaciens_Ban1  ICEberg|37 gi|259156157|gb|ACV96105.1| N-6 DNA methylase [Providencia alcalifaciens Ban1]
IIBCLGFB_00183	1	1004	1008	ICEberg~~~ICE_37~~~ACV96052.1~~~type_I_restriction-modification_system_restriction_subunit_Providencia_alcalifaciens_Ban1	1	1001	1005	0.0	1008	71.9	11	6	ICEberg~~~ICE_37~~~ACV96052.1~~~type_I_restriction-modification_system_restriction_subunit_Providencia_alcalifaciens_Ban1  ICEberg|37 gi|259156104|gb|ACV96052.1| type I restriction-modification system restriction subunit [Providencia alcalifaciens Ban1]
IIBCLGFB_00267	1	252	252	ICEberg~~~ICE_1010~~~ATB17841.1~~~S-(hydroxymethyl)glutathione_dehydrogenase/class_III_alcohol_dehydrogenase_Pseudomonas_aeruginosa	118	369	369	1.16e-158	252	83.7	0	0	ICEberg~~~ICE_1010~~~ATB17841.1~~~S-(hydroxymethyl)glutathione_dehydrogenase/class_III_alcohol_dehydrogenase_Pseudomonas_aeruginosa  ICEberg|1010 gi|1224956919|ref|ATB17841.1| S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Pseudomonas aeruginosa]
IIBCLGFB_00299	3	514	514	ICEberg~~~ICE_23~~~ACV96414.1~~~type_I_restriction-modification_system,_M_subunit_Vibrio_cholerae_Mex1	7	519	524	3.51e-292	513	78.9	1	1	ICEberg~~~ICE_23~~~ACV96414.1~~~type_I_restriction-modification_system,_M_subunit_Vibrio_cholerae_Mex1  ICEberg|23 gi|259156470|gb|ACV96414.1| type I restriction-modification system, M subunit [Vibrio cholerae Mex1]
IIBCLGFB_00303	1	1027	1027	ICEberg~~~ICE_23~~~ACV96447.1~~~type_I_site-specific_deoxyribonuclease,_R_subunit_Vibrio_cholerae_Mex1	1	1037	1037	0.0	1038	74.5	12	3	ICEberg~~~ICE_23~~~ACV96447.1~~~type_I_site-specific_deoxyribonuclease,_R_subunit_Vibrio_cholerae_Mex1  ICEberg|23 gi|259156503|gb|ACV96447.1| type I site-specific deoxyribonuclease, R subunit [Vibrio cholerae Mex1]
IIBCLGFB_00320	3	690	709	ICEberg~~~ICE_36~~~ACV96538.1~~~polyribonucleotide_nucleotidyltransferase_Vibrio_fluvialis_Ind1	5	692	708	0.0	688	76.5	0	0	ICEberg~~~ICE_36~~~ACV96538.1~~~polyribonucleotide_nucleotidyltransferase_Vibrio_fluvialis_Ind1  ICEberg|36 gi|259156595|gb|ACV96538.1| polyribonucleotide nucleotidyltransferase [Vibrio fluvialis Ind1]
IIBCLGFB_00339	1	168	168	ICEberg~~~ICE_987~~~AGK02762.1~~~single-stranded_DNA-binding_protein_Ssb_Mannheimia_haemolytica_M42548	1	150	150	3.36e-74	168	67.3	18	3	ICEberg~~~ICE_987~~~AGK02762.1~~~single-stranded_DNA-binding_protein_Ssb_Mannheimia_haemolytica_M42548  ICEberg|987 gi|7843130654|ref|AGK02762.1| single-stranded DNA-binding protein Ssb [Mannheimia haemolytica M42548]
IIBCLGFB_00638	1	538	545	ICEberg~~~ICE_1096~~~YP_004144969.1~~~chaperonin_GroEL_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271	1	535	555	2.23e-247	539	67.9	5	3	ICEberg~~~ICE_1096~~~YP_004144969.1~~~chaperonin_GroEL_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271  ICEberg|1096 gi|7223842013|ref|YP_004144969.1| chaperonin GroEL [Mesorhizobium ciceri biovar biserrulae WSM1271]
IIBCLGFB_01123	1	44	44	ICEberg~~~ICE_812~~~CCH26401.1~~~ribosomal_protein_L34_Streptococcus_pyogenes	1	44	44	1.95e-16	44	72.7	0	0	ICEberg~~~ICE_812~~~CCH26401.1~~~ribosomal_protein_L34_Streptococcus_pyogenes  ICEberg|812 gi|7374557478|ref|CCH26401.1| ribosomal protein L34 [Streptococcus pyogenes]
IIBCLGFB_01551	1	89	89	ICEberg~~~ICE_36~~~ACV96558.1~~~ribosomal_protein_S15_Vibrio_fluvialis_Ind1	1	89	89	4.52e-39	89	74.2	0	0	ICEberg~~~ICE_36~~~ACV96558.1~~~ribosomal_protein_S15_Vibrio_fluvialis_Ind1  ICEberg|36 gi|259156615|gb|ACV96558.1| ribosomal protein S15 [Vibrio fluvialis Ind1]
IIBCLGFB_01898	5	527	527	ICEberg~~~ICE_40~~~CAR44788.1~~~peptide_chain_release_factor_3_Proteus_mirabilis_HI4320	7	529	529	0.0	523	83.9	0	0	ICEberg~~~ICE_40~~~CAR44788.1~~~peptide_chain_release_factor_3_Proteus_mirabilis_HI4320  ICEberg|40 gi|194683755|emb|CAR44788.1| peptide chain release factor 3 [Proteus mirabilis HI4320]
