locus_tag	ftype	length_bp	gene	EC_number	COG	product
DJPMMEHC_00024	CDS	2832	uvrA		COG0178	UvrABC system protein A
DJPMMEHC_00025	CDS	4302	hap	3.4.21.-		Adhesion and penetration protein autotransporter
DJPMMEHC_00026	CDS	447				putative protein
DJPMMEHC_00027	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
DJPMMEHC_00028	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
DJPMMEHC_00029	CDS	519				hypothetical protein
DJPMMEHC_00030	CDS	222				hypothetical protein
DJPMMEHC_00031	tRNA	86				tRNA-Leu(gag)
DJPMMEHC_00032	CDS	342	secG		COG1314	Protein-export membrane protein SecG
DJPMMEHC_00033	CDS	1956	topB	5.6.2.1	COG0550	DNA topoisomerase 3
DJPMMEHC_00034	CDS	603	recR		COG0353	Recombination protein RecR
DJPMMEHC_00035	CDS	330			COG0718	Nucleoid-associated protein
DJPMMEHC_00036	CDS	846	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
DJPMMEHC_00037	CDS	2601	mrcA		COG5009	Penicillin-binding protein 1A
DJPMMEHC_00038	CDS	798				hypothetical protein
DJPMMEHC_00039	CDS	507				hypothetical protein
DJPMMEHC_00040	CDS	522				hypothetical protein
DJPMMEHC_00041	CDS	414				hypothetical protein
DJPMMEHC_00042	CDS	1344	pilQ			Type IV pilus biogenesis and competence protein PilQ
DJPMMEHC_00043	CDS	321				hypothetical protein
DJPMMEHC_00044	CDS	687				comF: comF family protein
DJPMMEHC_00045	CDS	597	nfuA		COG0316	Fe/S biogenesis protein NfuA
DJPMMEHC_00046	CDS	795	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
DJPMMEHC_00047	CDS	591			COG3068	putative protein
DJPMMEHC_00048	CDS	273	hupA			DNA-binding protein HU-alpha
DJPMMEHC_00049	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DJPMMEHC_00050	CDS	534	dsbB		COG1495	Disulfide bond formation protein B
DJPMMEHC_00051	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
DJPMMEHC_00052	CDS	726	fadR		COG2186	Fatty acid metabolism regulator protein
DJPMMEHC_00053	CDS	1368	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
DJPMMEHC_00054	CDS	1056	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
DJPMMEHC_00055	CDS	372				hypothetical protein
DJPMMEHC_00056	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
DJPMMEHC_00057	CDS	1851	secD		COG0342	Protein translocase subunit SecD
DJPMMEHC_00058	CDS	978	secF		COG0341	Protein translocase subunit SecF
DJPMMEHC_00059	CDS	1050				spore_ytvI: sporulation integral membrane protein YtvI
DJPMMEHC_00060	CDS	351	yfgD		COG1393	putative protein YfgD
DJPMMEHC_00061	CDS	246				hypothetical protein
DJPMMEHC_00062	CDS	297				hypothetical protein
DJPMMEHC_00063	CDS	153				hypothetical protein
DJPMMEHC_00064	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
DJPMMEHC_00065	CDS	1845	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DJPMMEHC_00066	CDS	933	nlpI		COG4785	Lipoprotein NlpI 
DJPMMEHC_00067	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DJPMMEHC_00068	CDS	468			COG2731	putative protein
DJPMMEHC_00069	CDS	708	yhhQ		COG1738	Queuosine precursor transporter
DJPMMEHC_00070	CDS	633	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DJPMMEHC_00071	CDS	1851	typA		COG1217	GTP-binding protein TypA/BipA 
DJPMMEHC_00072	CDS	660				hypothetical protein
DJPMMEHC_00073	CDS	1413	glnA	6.3.1.2	COG0174	Glutamine synthetase
DJPMMEHC_00074	CDS	1044	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
DJPMMEHC_00075	CDS	1305	pepB	3.4.11.23	COG0260	Peptidase B
DJPMMEHC_00076	CDS	423	ndk	2.7.4.6		Nucleoside diphosphate kinase
DJPMMEHC_00077	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
DJPMMEHC_00078	CDS	921	yhbE		COG0697	putative inner membrane transporter YhbE
DJPMMEHC_00079	CDS	258	rpmA		COG0211	50S ribosomal protein L27
DJPMMEHC_00080	CDS	312	rplU		COG0261	50S ribosomal protein L21
DJPMMEHC_00081	CDS	990	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
DJPMMEHC_00082	CDS	738	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
DJPMMEHC_00083	CDS	1371	alsT_1		COG1115	Amino-acid carrier protein AlsT
DJPMMEHC_00084	CDS	711	arcA		COG0745	Aerobic respiration control protein ArcA
DJPMMEHC_00085	CDS	1740	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
DJPMMEHC_00086	CDS	405				hypothetical protein
DJPMMEHC_00087	CDS	1599	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DJPMMEHC_00088	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DJPMMEHC_00089	CDS	1266	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
DJPMMEHC_00090	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
DJPMMEHC_00091	CDS	207	yacG		COG3024	DNA gyrase inhibitor YacG
DJPMMEHC_00092	CDS	1248	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
DJPMMEHC_00093	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
DJPMMEHC_00094	CDS	1278	ampG		COG0477	Anhydromuropeptide permease
DJPMMEHC_00095	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
DJPMMEHC_00096	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
DJPMMEHC_00097	CDS	444	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
DJPMMEHC_00098	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
DJPMMEHC_00099	CDS	834	napF_1			Ferredoxin-type protein NapF
DJPMMEHC_00100	CDS	2484	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
DJPMMEHC_00101	CDS	282	napD		COG3062	Chaperone NapD
DJPMMEHC_00102	CDS	531	napF_2		COG1145	Ferredoxin-type protein NapF
DJPMMEHC_00103	CDS	345			COG3171	putative protein
DJPMMEHC_00104	CDS	741	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
DJPMMEHC_00105	CDS	2193	priA	3.6.4.-	COG1198	Primosomal protein N'
DJPMMEHC_00106	CDS	1047	yhhT		COG0628	Putative transport protein YhhT
DJPMMEHC_00107	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
DJPMMEHC_00108	CDS	594	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
DJPMMEHC_00109	CDS	357	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
DJPMMEHC_00110	CDS	2232	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
DJPMMEHC_00111	CDS	1317	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
DJPMMEHC_00112	CDS	711	recO		COG1381	DNA repair protein RecO
DJPMMEHC_00113	CDS	405				hypothetical protein
DJPMMEHC_00114	CDS	1194	oapA		COG3061	Opacity-associated protein OapA
DJPMMEHC_00115	CDS	1017	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
DJPMMEHC_00116	CDS	567	efp		COG0231	Elongation factor P
DJPMMEHC_00117	CDS	723	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
DJPMMEHC_00118	CDS	738	ribX			Riboflavin transport system permease protein RibX
DJPMMEHC_00119	CDS	945			COG0715	Putative thiamine biosynthesis protein
DJPMMEHC_00120	CDS	648	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
DJPMMEHC_00121	CDS	792	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
DJPMMEHC_00122	CDS	810	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DJPMMEHC_00123	CDS	681	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
DJPMMEHC_00124	CDS	1305	yhjE_1			Inner membrane metabolite transport protein YhjE
DJPMMEHC_00125	CDS	1383	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
DJPMMEHC_00126	CDS	300				hypothetical protein
DJPMMEHC_00127	CDS	519				rimI: ribosomal-protein-alanine acetyltransferase
DJPMMEHC_00128	CDS	1026				hypothetical protein
DJPMMEHC_00129	CDS	1320	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
DJPMMEHC_00130	CDS	699	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
DJPMMEHC_00131	CDS	876			COG2990	putative protein
DJPMMEHC_00132	CDS	2412	lon	3.4.21.53	COG0466	Lon protease
DJPMMEHC_00133	CDS	1152	hemW		COG0635	Heme chaperone HemW
DJPMMEHC_00134	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
DJPMMEHC_00135	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
DJPMMEHC_00136	CDS	843	ygfZ		COG0354	tRNA-modifying protein YgfZ
DJPMMEHC_00137	CDS	864				hypothetical protein
DJPMMEHC_00138	CDS	1203	tyrP_1		COG0814	Tyrosine-specific transport protein
DJPMMEHC_00139	CDS	429	atpC		COG0355	ATP synthase epsilon chain
DJPMMEHC_00140	CDS	1374	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
DJPMMEHC_00141	CDS	870	atpG		COG0224	ATP synthase gamma chain
DJPMMEHC_00142	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
DJPMMEHC_00143	CDS	534	atpH_1		COG0712	ATP synthase subunit delta
DJPMMEHC_00144	CDS	471	atpF		COG0711	ATP synthase subunit b
DJPMMEHC_00145	CDS	255	atpH_2			ATP synthase subunit c
DJPMMEHC_00146	CDS	789	atpB		COG0356	ATP synthase subunit a
DJPMMEHC_00147	CDS	375				hypothetical protein
DJPMMEHC_00148	CDS	612	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
DJPMMEHC_00149	CDS	378				hypothetical protein
DJPMMEHC_00150	CDS	603	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
DJPMMEHC_00151	CDS	474	yqaA		COG1238	Inner membrane protein YqaA
DJPMMEHC_00152	CDS	504	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
DJPMMEHC_00153	CDS	1653		5.4.2.8	COG1109	putative phosphomannomutase
DJPMMEHC_00154	CDS	3480	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
DJPMMEHC_00155	CDS	1542	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
DJPMMEHC_00156	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
DJPMMEHC_00157	CDS	219	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
DJPMMEHC_00158	CDS	324	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
DJPMMEHC_00159	CDS	435				acolac_lg: acetolactate synthase, large subunit, biosynthetic type
DJPMMEHC_00160	CDS	1527				hypothetical protein
DJPMMEHC_00161	CDS	96				hypothetical protein
DJPMMEHC_00162	CDS	714	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
DJPMMEHC_00163	CDS	723	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
DJPMMEHC_00164	CDS	1410	ftsP		COG2132	Cell division protein FtsP
DJPMMEHC_00165	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
DJPMMEHC_00166	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DJPMMEHC_00167	CDS	1848	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
DJPMMEHC_00168	CDS	306	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
DJPMMEHC_00169	CDS	117				hypothetical protein
DJPMMEHC_00170	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
DJPMMEHC_00171	CDS	627	narL		COG2197	Nitrate/nitrite response regulator protein NarL
DJPMMEHC_00172	CDS	441				hypothetical protein
DJPMMEHC_00173	CDS	561	yihI			Der GTPase-activating protein YihI
DJPMMEHC_00174	rRNA	108				5S ribosomal RNA
DJPMMEHC_00175	rRNA	2895				23S ribosomal RNA
DJPMMEHC_00176	tRNA	76				tRNA-Ala(tgc)
DJPMMEHC_00177	tRNA	77				tRNA-Ile(gat)
DJPMMEHC_00178	rRNA	1535				16S ribosomal RNA
DJPMMEHC_00179	CDS	1464	trkH		COG0168	Trk system potassium uptake protein TrkH
DJPMMEHC_00180	CDS	621	yigZ		COG1739	IMPACT family member YigZ
DJPMMEHC_00181	CDS	240	tusA		COG0425	Sulfur carrier protein TusA
DJPMMEHC_00182	CDS	1335	ndh	1.6.99.3	COG1252	NADH dehydrogenase
DJPMMEHC_00183	CDS	2433	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
DJPMMEHC_00184	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
DJPMMEHC_00185	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
DJPMMEHC_00186	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
DJPMMEHC_00187	CDS	216				hypothetical protein
DJPMMEHC_00188	CDS	450	rplI		COG0359	50S ribosomal protein L9
DJPMMEHC_00189	CDS	228	rpsR		COG0238	30S ribosomal protein S18
DJPMMEHC_00190	CDS	285	priB		COG2965	Primosomal replication protein N
DJPMMEHC_00191	CDS	378	rpsF		COG0360	30S ribosomal protein S6
DJPMMEHC_00192	CDS	219	infA		COG0361	Translation initiation factor IF-1
DJPMMEHC_00193	CDS	801	lex1_1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
DJPMMEHC_00194	CDS	1053	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DJPMMEHC_00195	CDS	864	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DJPMMEHC_00196	CDS	873	lex1_2	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
DJPMMEHC_00197	CDS	828	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
DJPMMEHC_00198	CDS	624				hypothetical protein
DJPMMEHC_00199	CDS	1455	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DJPMMEHC_00200	CDS	333				hypothetical protein
DJPMMEHC_00201	CDS	699	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
DJPMMEHC_00202	CDS	1485	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
DJPMMEHC_00203	CDS	810	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
DJPMMEHC_00204	CDS	417				hypothetical protein
DJPMMEHC_00205	CDS	1986				TIGR00733: oligopeptide transporter, OPT family
DJPMMEHC_00206	CDS	396	hslR		COG1188	Heat shock protein 15
DJPMMEHC_00207	CDS	453	asnC		COG1522	Regulatory protein AsnC
DJPMMEHC_00208	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
DJPMMEHC_00209	CDS	675	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
DJPMMEHC_00210	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
DJPMMEHC_00211	CDS	2421	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
DJPMMEHC_00212	CDS	2313	yhgF		COG2183	Protein YhgF
DJPMMEHC_00213	CDS	477	greB		COG0782	Transcription elongation factor GreB
DJPMMEHC_00214	CDS	618	fabR		COG1309	HTH-type transcriptional repressor FabR
DJPMMEHC_00215	CDS	906	oxyR			Hydrogen peroxide-inducible genes activator
DJPMMEHC_00216	CDS	222	slyX			Protein SlyX
DJPMMEHC_00217	CDS	726		5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase
DJPMMEHC_00218	CDS	666	dauR		COG2964	Transcriptional regulator DauR
DJPMMEHC_00219	CDS	381	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
DJPMMEHC_00220	CDS	360	tusC			Protein TusC
DJPMMEHC_00221	CDS	288	tusB			Protein TusB
DJPMMEHC_00222	CDS	1185	tufB_1		COG0050	Elongation factor Tu 2
DJPMMEHC_00223	tRNA	76				tRNA-Thr(ggt)
DJPMMEHC_00224	tRNA	75				tRNA-Gly(tcc)
DJPMMEHC_00225	tRNA	85				tRNA-Tyr(gta)
DJPMMEHC_00226	tRNA	76				tRNA-Thr(tgt)
DJPMMEHC_00227	CDS	936	coaA	2.7.1.33	COG1072	Pantothenate kinase
DJPMMEHC_00228	CDS	945	rseB		COG3026	Sigma-E factor regulatory protein RseB
DJPMMEHC_00229	CDS	588	rseA			Anti-sigma-E factor RseA
DJPMMEHC_00230	CDS	570	rpoE			ECF RNA polymerase sigma-E factor
DJPMMEHC_00231	CDS	258	sdhE		COG2938	FAD assembly factor SdhE
DJPMMEHC_00232	CDS	387	mscL		COG1970	Large-conductance mechanosensitive channel
DJPMMEHC_00233	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
DJPMMEHC_00234	CDS	1353	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
DJPMMEHC_00235	CDS	957	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DJPMMEHC_00236	CDS	510	def	3.5.1.88		Peptide deformylase
DJPMMEHC_00237	CDS	423				hypothetical protein
DJPMMEHC_00238	CDS	186				hypothetical protein
DJPMMEHC_00239	rRNA	108				5S ribosomal RNA
DJPMMEHC_00240	rRNA	2895				23S ribosomal RNA
DJPMMEHC_00241	tRNA	76				tRNA-Ala(tgc)
DJPMMEHC_00242	tRNA	77				tRNA-Ile(gat)
DJPMMEHC_00243	rRNA	1535				16S ribosomal RNA
DJPMMEHC_00244	CDS	654	tfoX		COG3070	DNA transformation protein TfoX
DJPMMEHC_00245	CDS	1065	recA		COG0468	Protein RecA
DJPMMEHC_00246	CDS	459	recX			Regulatory protein RecX
DJPMMEHC_00247	CDS	387	crcB		COG0239	Putative fluoride ion transporter CrcB
DJPMMEHC_00248	CDS	819	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
DJPMMEHC_00249	CDS	1005	arcB_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
DJPMMEHC_00250	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
DJPMMEHC_00251	CDS	1530				hypothetical protein
DJPMMEHC_00252	CDS	468	lrp_1		COG1522	Leucine-responsive regulatory protein
DJPMMEHC_00253	CDS	1236		3.-.-.-	COG0624	putative hydrolase
DJPMMEHC_00254	CDS	705	pepE	3.4.13.21	COG3340	Peptidase E
DJPMMEHC_00255	CDS	1296	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
DJPMMEHC_00256	CDS	345				hypothetical protein
DJPMMEHC_00257	CDS	261				IS3 family transposase ISAba45
DJPMMEHC_00258	CDS	1317	potE		COG0531	Putrescine transporter PotE
DJPMMEHC_00259	CDS	2163	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
DJPMMEHC_00260	CDS	150	arcB_2	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
DJPMMEHC_00261	CDS	1974	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
DJPMMEHC_00262	CDS	108				hypothetical protein
DJPMMEHC_00263	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DJPMMEHC_00264	CDS	375	rpsL		COG0048	30S ribosomal protein S12
DJPMMEHC_00265	CDS	471	rpsG		COG0049	30S ribosomal protein S7
DJPMMEHC_00266	CDS	2103	fusA		COG0480	Elongation factor G
DJPMMEHC_00267	CDS	1185	tufB_2		COG0050	Elongation factor Tu 2
DJPMMEHC_00268	CDS	297	clcB			Voltage-gated ClC-type chloride channel ClcB
DJPMMEHC_00269	CDS	984	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
DJPMMEHC_00270	CDS	291				hypothetical protein
DJPMMEHC_00271	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DJPMMEHC_00272	CDS	618	hflD		COG2915	High frequency lysogenization protein HflD
DJPMMEHC_00273	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
DJPMMEHC_00274	CDS	492	rplJ		COG0244	50S ribosomal protein L10
DJPMMEHC_00275	CDS	372	rplL		COG0222	50S ribosomal protein L7/L12
DJPMMEHC_00276	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
DJPMMEHC_00277	CDS	312				hypothetical protein
DJPMMEHC_00278	tRNA	77				tRNA-Arg(acg)
DJPMMEHC_00279	tRNA	77				tRNA-Arg(acg)
DJPMMEHC_00280	tRNA	95				tRNA-Ser(gct)
DJPMMEHC_00281	CDS	2478	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
DJPMMEHC_00282	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
DJPMMEHC_00283	CDS	936	pldB	3.1.1.5	COG2267	Lysophospholipase L2
DJPMMEHC_00284	CDS	1116	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DJPMMEHC_00285	CDS	717	sapB_1		COG1285	Protein SapB
DJPMMEHC_00286	CDS	1338	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
DJPMMEHC_00287	CDS	579	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
DJPMMEHC_00288	CDS	888	dmlR			HTH-type transcriptional regulator DmlR
DJPMMEHC_00289	CDS	2016	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
DJPMMEHC_00290	CDS	213				hypothetical protein
DJPMMEHC_00291	CDS	471	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
DJPMMEHC_00292	CDS	1284	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
DJPMMEHC_00293	CDS	765				glyco_like_mftF: transferase 2, rSAM/selenodomain-associated
DJPMMEHC_00294	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
DJPMMEHC_00295	CDS	114				hypothetical protein
DJPMMEHC_00296	CDS	807	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DJPMMEHC_00297	CDS	552	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DJPMMEHC_00298	CDS	537	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
DJPMMEHC_00299	CDS	1917			COG0488	putative ABC transporter ATP-binding protein
DJPMMEHC_00300	CDS	297				couple_hipB: transcriptional regulator, y4mF family
DJPMMEHC_00301	CDS	360				hypothetical protein
DJPMMEHC_00302	CDS	2976			COG1629	putative hemoglobin and hemoglobin-haptoglobin-binding protein 2
DJPMMEHC_00303	CDS	165				hypothetical protein
DJPMMEHC_00304	CDS	165				hypothetical protein
DJPMMEHC_00305	CDS	1746	cydD_1		COG4988	ATP-binding/permease protein CydD
DJPMMEHC_00306	CDS	1659			COG1132	putative ABC transporter ATP-binding/permease protein
DJPMMEHC_00307	CDS	1002	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
DJPMMEHC_00308	CDS	219	zapB		COG3074	Cell division protein ZapB
DJPMMEHC_00309	CDS	441	mioC		COG0716	Protein MioC
DJPMMEHC_00310	CDS	435	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DJPMMEHC_00311	CDS	168				hypothetical protein
DJPMMEHC_00312	CDS	477	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
DJPMMEHC_00313	CDS	678	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
DJPMMEHC_00314	CDS	279	ftsB		COG2919	Cell division protein FtsB
DJPMMEHC_00315	CDS	468	gpt_1	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
DJPMMEHC_00316	CDS	1455	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
DJPMMEHC_00317	CDS	1647	groL		COG0459	60 kDa chaperonin
DJPMMEHC_00318	CDS	291	groS		COG0234	10 kDa chaperonin
DJPMMEHC_00319	CDS	303	ureA	3.5.1.5		Urease subunit gamma
DJPMMEHC_00320	CDS	306	ureB	3.5.1.5		Urease subunit beta
DJPMMEHC_00321	CDS	1719	ureC	3.5.1.5		Urease subunit alpha
DJPMMEHC_00322	CDS	621				maiA: maleylacetoacetate isomerase
DJPMMEHC_00323	CDS	525	ureE			Urease accessory protein UreE
DJPMMEHC_00324	CDS	708	ureF		COG0830	Urease accessory protein UreF
DJPMMEHC_00325	CDS	636	ureG		COG0378	Urease accessory protein UreG
