qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
EBNMPBKG_00860	3	756	756	phast~~~diphosphate_reductase_subunit_alpha~~~YP_009833388.1~~~PHAST_100009	4	757	757	0.0	754	76.3	0	0	phast~~~diphosphate_reductase_subunit_alpha~~~YP_009833388.1~~~PHAST_100009 PHAGE_Cronob_vB_CsaP_009_NC_048664-gi|100009|ref|YP_009833388.1| diphosphate reductase subunit alpha [Cronobacter phage vB_CsaP_009]
EBNMPBKG_00866	2	481	482	phast~~~protease_TldD~~~NP_312144.1~~~PHAST_15833371	3	480	481	1.30e-224	480	66.3	2	1	phast~~~protease_TldD~~~NP_312144.1~~~PHAST_15833371 PROPHAGE_Escher_Sakai-gi|15833371|ref|NP_312144.1| protease TldD [Escherichia coli O157:H7 str. Sakai]
EBNMPBKG_01009	1	623	635	phast~~~ATP_dependent_metalloprotease~~~NP_312084.1~~~PHAST_15833311	1	624	644	0.0	625	75.0	3	3	phast~~~ATP_dependent_metalloprotease~~~NP_312084.1~~~PHAST_15833311 PROPHAGE_Escher_Sakai-gi|15833311|ref|NP_312084.1| ATP-dependent metalloprotease [Escherichia coli O157:H7 str. Sakai]
EBNMPBKG_01018	45	352	353	phast~~~putative_methionine_sulfoxide_reductase~~~NP_438113.1~~~PHAST_16271776	61	368	368	1.82e-156	308	66.9	0	0	phast~~~putative_methionine_sulfoxide_reductase~~~NP_438113.1~~~PHAST_16271776 PHAGE_Temper_phiNIH1.1_NC_003157-gi|16271776|ref|NP_438113.1| putative methionine sulfoxide reductase [Temperate phage phiNIH1.1]
EBNMPBKG_01066	1	65	68	phast~~~Cro_repressor~~~YP_009213816.1~~~PHAST_971760541	1	65	68	8.75e-26	65	67.7	0	0	phast~~~Cro_repressor~~~YP_009213816.1~~~PHAST_971760541 PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956-gi|971760541|ref|YP_009213816.1| Cro repressor [Mannheimia phage vB_MhS_1152AP2]
EBNMPBKG_01067	1	98	98	phast~~~hypothetical_protein~~~NP_852737.1~~~PHAST_31544012	11	108	108	1.37e-42	98	70.4	0	0	phast~~~hypothetical_protein~~~NP_852737.1~~~PHAST_31544012 PHAGE_Haemop_Aaphi23_NC_004827-gi|31544012|ref|NP_852737.1| hypothetical protein [Haemophilus phage Aaphi23]
EBNMPBKG_01069	1	205	252	phast~~~replication_protein~~~YP_003344826.1~~~PHAST_100046	1	205	240	1.22e-78	205	65.4	0	0	phast~~~replication_protein~~~YP_003344826.1~~~PHAST_100046 PHAGE_Aggreg_S1249_NC_013597-gi|100046|ref|YP_003344826.1| replication protein [Aggregatibacter phage S1249]
EBNMPBKG_01072	1	138	139	phast~~~putative_recombination_protein_NinB~~~NP_852743.1~~~PHAST_31544018	25	162	165	3.32e-75	138	76.1	0	0	phast~~~putative_recombination_protein_NinB~~~NP_852743.1~~~PHAST_31544018 PHAGE_Haemop_Aaphi23_NC_004827-gi|31544018|ref|NP_852743.1| putative recombination protein NinB [Haemophilus phage Aaphi23]
EBNMPBKG_01074	3	181	182	phast~~~NinG_recombination_protein~~~YP_003344819.1~~~PHAST_100039	7	184	186	6.98e-86	179	68.7	1	1	phast~~~NinG_recombination_protein~~~YP_003344819.1~~~PHAST_100039 PHAGE_Aggreg_S1249_NC_013597-gi|100039|ref|YP_003344819.1| NinG recombination protein [Aggregatibacter phage S1249]
EBNMPBKG_01081	1	444	444	phast~~~phage_related_protein_HI1409~~~YP_003344807.1~~~PHAST_100027	1	444	444	8.15e-270	444	83.1	0	0	phast~~~phage_related_protein_HI1409~~~YP_003344807.1~~~PHAST_100027 PHAGE_Aggreg_S1249_NC_013597-gi|100027|ref|YP_003344807.1| phage-related protein HI1409 [Aggregatibacter phage S1249]
EBNMPBKG_01085	15	150	151	phast~~~hypothetical_protein~~~YP_003344785.1~~~PHAST_100005	55	190	191	9.86e-79	136	77.9	0	0	phast~~~hypothetical_protein~~~YP_003344785.1~~~PHAST_100005 PHAGE_Aggreg_S1249_NC_013597-gi|100005|ref|YP_003344785.1| hypothetical protein [Aggregatibacter phage S1249]
EBNMPBKG_01158	1	403	406	phast~~~beta_ketoacyl_ACP_synthase_I~~~YP_009949297.1~~~PHAST_100041	1	403	406	2.99e-204	404	73.0	2	2	phast~~~beta_ketoacyl_ACP_synthase_I~~~YP_009949297.1~~~PHAST_100041 PHAGE_Escher_500465_2_NC_049343-gi|100041|ref|YP_009949297.1| beta-ketoacyl-ACP synthase I [Escherichia phage 500465-2]
EBNMPBKG_01196	21	468	468	phast~~~Ban~~~YP_006543.1~~~PHAST_46401697	10	454	454	4.39e-215	448	68.5	3	3	phast~~~Ban~~~YP_006543.1~~~PHAST_46401697 PHAGE_Entero_P1_NC_005856-gi|46401697|ref|YP_006543.1| Ban [Enterobacteria phage P1]
EBNMPBKG_01457	7	297	301	phast~~~putative_dehydrogenase_YgbJ~~~YP_009624867.1~~~PHAST_100020	6	296	300	3.91e-133	291	69.1	0	0	phast~~~putative_dehydrogenase_YgbJ~~~YP_009624867.1~~~PHAST_100020 PHAGE_Escher_RCS47_NC_042128-gi|100020|ref|YP_009624867.1| putative dehydrogenase YgbJ [Escherichia phage RCS47]
EBNMPBKG_01484	1	159	161	phast~~~SsrA_binding_protein~~~YP_009949245.1~~~PHAST_100046	1	160	160	3.78e-88	160	78.8	1	1	phast~~~SsrA_binding_protein~~~YP_009949245.1~~~PHAST_100046 PHAGE_Escher_500465_1_NC_049342-gi|100046|ref|YP_009949245.1| SsrA-binding protein [Escherichia phage 500465-1]
EBNMPBKG_01509	19	149	151	phast~~~deoxyuridine_5'_triphosphate_nucleotidohydrolase~~~YP_008239432.1~~~PHAST_526003472	17	147	149	6.47e-61	131	67.2	0	0	phast~~~deoxyuridine_5'_triphosphate_nucleotidohydrolase~~~YP_008239432.1~~~PHAST_526003472 PHAGE_Salmon_SP_058_NC_021772-gi|526003472|ref|YP_008239432.1| deoxyuridine 5'-triphosphate nucleotidohydrolase [Salmonella phage FSL SP-058]
EBNMPBKG_01566	1	283	283	phast~~~thymidylate_synthase~~~YP_009598659.1~~~PHAST_100068	1	283	283	1.47e-175	283	79.9	0	0	phast~~~thymidylate_synthase~~~YP_009598659.1~~~PHAST_100068 PHAGE_Vibrio_SSP002_NC_041910-gi|100068|ref|YP_009598659.1| thymidylate synthase [Vibrio phage SSP002]
