locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNDDHPLM_00111	CDS	1371	alsT_1		COG1115	Amino-acid carrier protein AlsT
BNDDHPLM_00112	CDS	738	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
BNDDHPLM_00113	CDS	990	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BNDDHPLM_00114	CDS	312	rplU		COG0261	50S ribosomal protein L21
BNDDHPLM_00115	CDS	258	rpmA		COG0211	50S ribosomal protein L27
BNDDHPLM_00116	CDS	921	yhbE		COG0697	putative inner membrane transporter YhbE
BNDDHPLM_00117	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
BNDDHPLM_00118	CDS	423	ndk	2.7.4.6		Nucleoside diphosphate kinase
BNDDHPLM_00119	CDS	1305	pepB	3.4.11.23	COG0260	Peptidase B
BNDDHPLM_00120	CDS	1044	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
BNDDHPLM_00121	CDS	1413	glnA	6.3.1.2	COG0174	Glutamine synthetase
BNDDHPLM_00122	CDS	705				hypothetical protein
BNDDHPLM_00123	CDS	1851	typA		COG1217	GTP-binding protein TypA/BipA 
BNDDHPLM_00124	CDS	633	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
BNDDHPLM_00125	CDS	708	yhhQ		COG1738	Queuosine precursor transporter
BNDDHPLM_00126	CDS	2349	rnr	3.1.13.1	COG0557	Ribonuclease R
BNDDHPLM_00127	CDS	741	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BNDDHPLM_00128	CDS	2571	clpB		COG0542	Chaperone protein ClpB
BNDDHPLM_00129	CDS	564		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
BNDDHPLM_00130	CDS	303	zapA		COG3027	Cell division protein ZapA
BNDDHPLM_00131	CDS	2793	polA	2.7.7.7	COG0258	DNA polymerase I
BNDDHPLM_00132	CDS	348				hypothetical protein
BNDDHPLM_00133	CDS	762		1.14.99.-	COG0748	putative heme oxygenase
BNDDHPLM_00134	CDS	1644	hbpA		COG0747	Heme-binding protein A
BNDDHPLM_00135	CDS	1392	hsrA			putative transport protein HsrA
BNDDHPLM_00136	CDS	516	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
BNDDHPLM_00137	CDS	435	rseC		COG3086	Protein RseC
BNDDHPLM_00138	CDS	774	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
BNDDHPLM_00139	CDS	1092	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
BNDDHPLM_00140	CDS	336				hypothetical protein
BNDDHPLM_00141	CDS	618	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
BNDDHPLM_00142	CDS	267	yihD		COG3084	Protein YihD
BNDDHPLM_00143	CDS	579	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
BNDDHPLM_00144	CDS	993	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
BNDDHPLM_00145	CDS	1758	yejM		COG3083	Inner membrane protein YejM
BNDDHPLM_00146	CDS	219				hypothetical protein
BNDDHPLM_00147	CDS	1017	yejK		COG3081	Nucleoid-associated protein YejK
BNDDHPLM_00148	CDS	414	bamE			Outer membrane protein assembly factor BamE
BNDDHPLM_00149	CDS	684	cpxR		COG0745	Transcriptional regulatory protein CpxR
BNDDHPLM_00150	CDS	972	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
BNDDHPLM_00151	CDS	1800	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
BNDDHPLM_00152	CDS	771	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
BNDDHPLM_00153	CDS	411	frdC		COG3029	Fumarate reductase subunit C
BNDDHPLM_00154	CDS	345	frdD		COG3080	Fumarate reductase subunit D
BNDDHPLM_00155	CDS	585	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
BNDDHPLM_00156	CDS	306	trpR		COG2973	Trp operon repressor
BNDDHPLM_00157	CDS	1782	mltC_1	4.2.2.-		Membrane-bound lytic murein transglycosylase C
BNDDHPLM_00158	CDS	297			COG2350	putative protein
BNDDHPLM_00159	CDS	465		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
BNDDHPLM_00160	CDS	558	yciB		COG2917	putative intracellular septation protein A
BNDDHPLM_00161	CDS	735				hypothetical protein
BNDDHPLM_00162	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
BNDDHPLM_00163	CDS	1521	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BNDDHPLM_00164	CDS	996	mglB		COG1879	D-galactose-binding periplasmic protein
BNDDHPLM_00165	CDS	999	galS		COG1609	HTH-type transcriptional regulator GalS
BNDDHPLM_00166	CDS	1050	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
BNDDHPLM_00167	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
BNDDHPLM_00168	CDS	1023	galM	5.1.3.3	COG2017	Aldose 1-epimerase
BNDDHPLM_00169	CDS	549				hypothetical protein
BNDDHPLM_00170	CDS	1293	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
BNDDHPLM_00171	CDS	426	uspA		COG0589	Universal stress protein A 
BNDDHPLM_00172	CDS	2625	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
BNDDHPLM_00173	CDS	192	csrA		COG1551	Translational regulator CsrA
BNDDHPLM_00174	CDS	888	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BNDDHPLM_00175	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
BNDDHPLM_00176	CDS	882	hslO		COG1281	33 kDa chaperonin
BNDDHPLM_00177	CDS	1617	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
BNDDHPLM_00178	CDS	558	frr		COG0233	Ribosome-recycling factor
BNDDHPLM_00179	CDS	1194	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
BNDDHPLM_00180	CDS	810				hypothetical protein
BNDDHPLM_00181	CDS	240	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
BNDDHPLM_00182	CDS	390	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
BNDDHPLM_00183	CDS	597	crp_2		COG0664	cAMP-activated global transcriptional regulator CRP
BNDDHPLM_00184	CDS	387	rplQ		COG0203	50S ribosomal protein L17
BNDDHPLM_00185	CDS	987	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
BNDDHPLM_00186	CDS	621	rpsD		COG0522	30S ribosomal protein S4
BNDDHPLM_00187	CDS	390	rpsK		COG0100	30S ribosomal protein S11
BNDDHPLM_00188	CDS	357	rpsM		COG0099	30S ribosomal protein S13
BNDDHPLM_00189	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
BNDDHPLM_00190	CDS	1326	secY		COG0201	Protein translocase subunit SecY
BNDDHPLM_00191	CDS	435	rplO		COG0200	50S ribosomal protein L15
BNDDHPLM_00192	CDS	180	rpmD		COG1841	50S ribosomal protein L30
BNDDHPLM_00193	CDS	501	rpsE		COG0098	30S ribosomal protein S5
BNDDHPLM_00194	CDS	354	rplR		COG0256	50S ribosomal protein L18
BNDDHPLM_00195	CDS	534	rplF		COG0097	50S ribosomal protein L6
BNDDHPLM_00196	CDS	393	rpsH		COG0096	30S ribosomal protein S8
BNDDHPLM_00197	CDS	306	rpsN		COG0199	30S ribosomal protein S14
BNDDHPLM_00198	CDS	540	rplE		COG0094	50S ribosomal protein L5
BNDDHPLM_00199	CDS	312	rplX		COG0198	50S ribosomal protein L24
BNDDHPLM_00200	CDS	372	rplN		COG0093	50S ribosomal protein L14
BNDDHPLM_00201	CDS	786				hypothetical protein
BNDDHPLM_00202	CDS	258	rpsQ		COG0186	30S ribosomal protein S17
BNDDHPLM_00203	CDS	192	rpmC		COG0255	50S ribosomal protein L29
BNDDHPLM_00204	CDS	411	rplP		COG0197	50S ribosomal protein L16
BNDDHPLM_00205	CDS	708	rpsC		COG0092	30S ribosomal protein S3
BNDDHPLM_00206	CDS	333	rplV		COG0091	50S ribosomal protein L22
BNDDHPLM_00207	CDS	276	rpsS		COG0185	30S ribosomal protein S19
BNDDHPLM_00208	CDS	822	rplB		COG0090	50S ribosomal protein L2
BNDDHPLM_00209	CDS	300	rplW		COG0089	50S ribosomal protein L23
BNDDHPLM_00210	CDS	603	rplD		COG0088	50S ribosomal protein L4
BNDDHPLM_00211	CDS	627	rplC		COG0087	50S ribosomal protein L3
BNDDHPLM_00212	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
BNDDHPLM_00213	CDS	906	cynR			HTH-type transcriptional regulator CynR
BNDDHPLM_00214	CDS	654	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
BNDDHPLM_00215	CDS	666	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
BNDDHPLM_00216	CDS	1344	atoE		COG2031	Putative short-chain fatty acid transporter
BNDDHPLM_00217	CDS	1182	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BNDDHPLM_00218	CDS	933	ftsX		COG2177	Cell division protein FtsX
BNDDHPLM_00219	CDS	657	ftsE		COG2884	Cell division ATP-binding protein FtsE
BNDDHPLM_00220	CDS	1200	ftsY		COG0552	Signal recognition particle receptor FtsY
BNDDHPLM_00221	CDS	582	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BNDDHPLM_00222	CDS	483	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
BNDDHPLM_00223	CDS	771	lex1_1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
BNDDHPLM_00224	CDS	648	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
BNDDHPLM_00225	CDS	1224	nadR		COG1056	Bifunctional NAD biosynthesis protein NadR
BNDDHPLM_00226	CDS	681				hypothetical protein
BNDDHPLM_00227	tRNA	76				tRNA-Asn(gtt)
BNDDHPLM_00228	tRNA	76				tRNA-Phe(gaa)
BNDDHPLM_00229	CDS	1074	mltC_2	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
BNDDHPLM_00230	CDS	273			COG2924	putative Fe(2+)-trafficking protein
BNDDHPLM_00231	CDS	1137	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
BNDDHPLM_00232	CDS	213	rpmE		COG0254	50S ribosomal protein L31
BNDDHPLM_00233	CDS	684	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BNDDHPLM_00234	CDS	1233	envC		COG4942	Murein hydrolase activator EnvC
BNDDHPLM_00235	CDS	843			COG2861	putative protein
BNDDHPLM_00236	CDS	744				hypothetical protein
BNDDHPLM_00237	CDS	3894	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BNDDHPLM_00238	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
BNDDHPLM_00239	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
BNDDHPLM_00240	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
BNDDHPLM_00241	CDS	2433	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
BNDDHPLM_00242	CDS	1335	ndh	1.6.99.3	COG1252	NADH dehydrogenase
BNDDHPLM_00243	CDS	1323	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
BNDDHPLM_00244	CDS	447	yibN		COG0607	putative protein YibN
BNDDHPLM_00245	CDS	510	secB		COG1952	Protein-export protein SecB
BNDDHPLM_00246	CDS	1644		5.4.2.8	COG1109	putative phosphomannomutase
BNDDHPLM_00247	CDS	3480	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
BNDDHPLM_00248	CDS	1542	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
BNDDHPLM_00249	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
BNDDHPLM_00250	CDS	627				acolac_lg: acetolactate synthase, large subunit, biosynthetic type
BNDDHPLM_00251	CDS	1527				hypothetical protein
BNDDHPLM_00252	CDS	96				hypothetical protein
BNDDHPLM_00253	CDS	714	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
BNDDHPLM_00254	CDS	723	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
BNDDHPLM_00255	CDS	1410	ftsP		COG2132	Cell division protein FtsP
BNDDHPLM_00256	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
BNDDHPLM_00257	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BNDDHPLM_00258	CDS	1860	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
BNDDHPLM_00259	CDS	306	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
BNDDHPLM_00260	CDS	117				hypothetical protein
BNDDHPLM_00261	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
BNDDHPLM_00262	CDS	627	narL		COG2197	Nitrate/nitrite response regulator protein NarL
BNDDHPLM_00263	CDS	441				hypothetical protein
BNDDHPLM_00264	CDS	561	yihI			Der GTPase-activating protein YihI
BNDDHPLM_00265	rRNA	110				5S ribosomal RNA
BNDDHPLM_00266	rRNA	3111				23S ribosomal RNA
BNDDHPLM_00267	tRNA	76				tRNA-Ala(tgc)
BNDDHPLM_00268	tRNA	77				tRNA-Ile(gat)
BNDDHPLM_00269	rRNA	1536				16S ribosomal RNA
BNDDHPLM_00270	CDS	555	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
BNDDHPLM_00271	CDS	1038	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BNDDHPLM_00272	CDS	690	metI_1		COG2011	D-methionine transport system permease protein MetI
BNDDHPLM_00273	CDS	822	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
BNDDHPLM_00274	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
BNDDHPLM_00275	CDS	579	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
BNDDHPLM_00276	CDS	660	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
BNDDHPLM_00277	CDS	2772	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
BNDDHPLM_00278	CDS	750	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
BNDDHPLM_00279	CDS	1770	fucI	5.3.1.25	COG2407	L-fucose isomerase
BNDDHPLM_00280	CDS	1413	fucK	2.7.1.51	COG1070	L-fuculokinase
BNDDHPLM_00281	CDS	435	fucU	5.1.3.29	COG4154	L-fucose mutarotase
BNDDHPLM_00282	CDS	651	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
BNDDHPLM_00283	CDS	1287	fucP		COG0738	L-fucose-proton symporter
BNDDHPLM_00284	tRNA	77				tRNA-Arg(tct)
BNDDHPLM_00285	tRNA	77				tRNA-Pro(tgg)
BNDDHPLM_00286	CDS	849	folD			Bifunctional protein FolD protein
BNDDHPLM_00287	CDS	1386	sdcS			Sodium-dependent dicarboxylate transporter SdcS
BNDDHPLM_00288	CDS	816	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
BNDDHPLM_00289	CDS	804	cysE	2.3.1.30	COG1045	Serine acetyltransferase
BNDDHPLM_00290	CDS	1008	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
BNDDHPLM_00291	CDS	2532	cyaA	4.6.1.1	COG3072	Adenylate cyclase
BNDDHPLM_00292	CDS	1212				hypothetical protein
BNDDHPLM_00293	CDS	1287	hemY		COG3071	Protein HemY
BNDDHPLM_00294	CDS	420	psiE			Protein PsiE
BNDDHPLM_00295	tRNA	76				tRNA-Trp(cca)
BNDDHPLM_00296	tRNA	77				tRNA-Asp(gtc)
BNDDHPLM_00297	rRNA	108				5S ribosomal RNA
BNDDHPLM_00298	rRNA	110				5S ribosomal RNA
BNDDHPLM_00299	rRNA	3112				23S ribosomal RNA
BNDDHPLM_00300	tRNA	76				tRNA-Ala(tgc)
BNDDHPLM_00301	tRNA	77				tRNA-Ile(gat)
BNDDHPLM_00302	rRNA	1536				16S ribosomal RNA
BNDDHPLM_00303	CDS	1464	trkH		COG0168	Trk system potassium uptake protein TrkH
BNDDHPLM_00304	CDS	621	yigZ		COG1739	IMPACT family member YigZ
BNDDHPLM_00305	CDS	240	tusA		COG0425	Sulfur carrier protein TusA
BNDDHPLM_00306	CDS	852	htpX	3.4.24.-	COG0501	Protease HtpX
BNDDHPLM_00307	CDS	390			COG0251	RutC family protein
BNDDHPLM_00308	CDS	753	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
BNDDHPLM_00309	CDS	558	nusG		COG0250	Transcription termination/antitermination protein NusG
BNDDHPLM_00310	CDS	417	secE		COG0690	Protein translocase subunit SecE
BNDDHPLM_00311	CDS	1236	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BNDDHPLM_00312	CDS	582	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BNDDHPLM_00313	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
BNDDHPLM_00314	CDS	183			COG1629	putative hemoglobin and hemoglobin-haptoglobin-binding protein 3
BNDDHPLM_00315	CDS	3009			COG1629	putative hemoglobin and hemoglobin-haptoglobin-binding protein 3
BNDDHPLM_00316	CDS	309	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
BNDDHPLM_00317	CDS	297				RelB_DinJ: addiction module antitoxin, RelB/DinJ family
BNDDHPLM_00318	CDS	855				hypothetical protein
